ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE ACC DI DIAGNOSI 1,DESCRIZIONE ACC DI DIAGNOSI 1,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2015,322 - ATS DELL'INSUBRIA,030025-00,OSPEDALE F. VILLA - MARIANO COMENSE,16,LESIONI E AVVELENAMENTO,28.986047,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,16,LESIONI E AVVELENAMENTO,11.282551,1
2014,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",6.930348,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030100-00,CASA DI CURA IGEA - MILANO,16,LESIONI E AVVELENAMENTO,3.666667,1
2014,322 - ATS DELL'INSUBRIA,030282-01,OSPED.CIRCOLO CAUSA PIA LUVINI-CITTIGLIO,5,MALATTIE MENTALI,11.897059,9.333333
2014,326 - ATS DI BRESCIA,030932-00,FONDAZIONE S.MAUGERI - LUMEZZANE,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,42.354331,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,6.42246,6.42
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030923-00,FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-MILANO,2,NEOPLASIE,7.747742,1.210526
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,2,NEOPLASIE,9.767932,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030097-00,ISTITUTO CLINICO CITTA' STUDI - MILANO,2,NEOPLASIE,9.197895,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-00,OSPEDALE S. MARIA DELLE STELLE MELZO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.912963,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-00,OSPEDALE S. MARIA DELLE STELLE MELZO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,4.817857,0
2013,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,6.558442,0
2013,322 - ATS DELL'INSUBRIA,030003-00,OSPEDALE F. DEL PONTE - VARESE,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",6.38,2.25
2013,324 - ATS DELLA BRIANZA,030920-00,I.N.R.C.A.- PRESIDIO DI CASATENOVO,8,MALATTIE DEL SISTEMA RESPIRATORIO,9.810082,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030125-00,CASA DI CURA AMBROSIANA SPA-CESANO B.,1,MALATTIE INFETTIVE E PARASSITARIE,3,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,18,"CODICI RESIDUI, NON CLASSIFICATI",1.6,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030075-00,OSPEDALE C.CANTU'-ABBIATEGRASSO,1,MALATTIE INFETTIVE E PARASSITARIE,14.454545,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.875166,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-02,OSPEDALE DI CUGGIONO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,5.793651,1
2013,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,9,MALATTIE DELL'APPARATO DIGERENTE,5.974886,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,18,"CODICI RESIDUI, NON CLASSIFICATI",3.660377,1
2014,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,5,MALATTIE MENTALI,9.388704,1
2014,324 - ATS DELLA BRIANZA,030109-00,CASA DI CURA VILLA BIANCA - LIMBIATE,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,40.325926,0
2012,326 - ATS DI BRESCIA,030368-00,CENTRO RIAB.E.SPALENZA-FOND.DON GNOCCHI,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,18.947761,0
2014,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,5,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030084-00,"P.O.""ANASTASIO ZAPPATONI""-CASSANO D'ADDA",12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,36,0
2014,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,1,MALATTIE INFETTIVE E PARASSITARIE,15.07767,0
2014,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,11.43,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,8,MALATTIE DEL SISTEMA RESPIRATORIO,11.479407,0
2014,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,4.514286,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030389-01,SAN CARLO - MILANO,2,NEOPLASIE,5.02381,0
2012,322 - ATS DELL'INSUBRIA,030282-01,OSPED.CIRCOLO CAUSA PIA LUVINI-CITTIGLIO,18,"CODICI RESIDUI, NON CLASSIFICATI",7.333333,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030087-00,OSPEDALE CADUTI BOLLATESI - BOLLATE,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,15.350877,4.436364
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",5.409639,2
2015,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",7.128378,0
2015,322 - ATS DELL'INSUBRIA,030012-00,OSPEDALE CARLO ONDOLI - ANGERA,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",6.883929,0
2015,325 - ATS DI BERGAMO,030149-00,CASA DI CURA QUARENGHI-S.PELLEGRINO T.,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,31.121771,0
2015,325 - ATS DI BERGAMO,030350-00,OSPEDALE S.ISIDORO - TRESCORE B.,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,34.63369,0
2015,325 - ATS DI BERGAMO,030149-00,CASA DI CURA QUARENGHI-S.PELLEGRINO T.,7,MALATTIE DEL SISTEMA CIRCOLATORIO,27.856061,53
2015,322 - ATS DELL'INSUBRIA,030012-00,OSPEDALE CARLO ONDOLI - ANGERA,7,MALATTIE DEL SISTEMA CIRCOLATORIO,6.983302,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,9.33188,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",10,MALATTIE DEL SISTEMA GENITO-URINARIO,3.433657,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-01,OSPEDALE S. MARIA DELLE STELLE MELZO,8,MALATTIE DEL SISTEMA RESPIRATORIO,6.653686,1
2015,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,8,MALATTIE DEL SISTEMA RESPIRATORIO,6.292637,1
2015,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,9,MALATTIE DELL'APPARATO DIGERENTE,7.052792,1
2015,327 - ATS DELLA VAL PADANA,030259-00,CASA DI CURA S. CLEMENTE - MANTOVA,9,MALATTIE DELL'APPARATO DIGERENTE,3.973783,1
2015,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.170762,1
2015,326 - ATS DI BRESCIA,030177-00,CASA DI CURA VILLA GEMMA-GARDONE RIV,9,MALATTIE DELL'APPARATO DIGERENTE,7.333333,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030075-00,OSPEDALE C.CANTU'-ABBIATEGRASSO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,3.757576,1
2015,325 - ATS DI BERGAMO,030350-00,OSPEDALE S.ISIDORO - TRESCORE B.,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,19.266234,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,14,ANOMALIE CONGENITE,3.784314,1
2016,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.235991,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,7.1,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030110-00,CASA DI CURA S. GIOVANNI - MILANO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,3.115385,0
2014,327 - ATS DELLA VAL PADANA,030933-00,FOND.S.MAUGERI-CENTRO MEDICO-CASTEL G.,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,24.343066,0
2014,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,14,ANOMALIE CONGENITE,4.37,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030112-00,IST.CLINICO S.AMBROGIO SPA-MILANO,18,"CODICI RESIDUI, NON CLASSIFICATI",1.350515,1
2014,326 - ATS DI BRESCIA,030183-00,OSPEDALE VILLA DEI COLLI DI LONATO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,31.978723,0
2013,324 - ATS DELLA BRIANZA,030107-00,ISTITUTI CLINICI ZUCCHI SPA-MONZA,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,4,0
2014,322 - ATS DELL'INSUBRIA,030009-00,OSPEDALE A.BELLINI - SOMMA LOMBARDO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,6.837838,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030100-00,CASA DI CURA IGEA - MILANO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",6.802632,1
2014,322 - ATS DELL'INSUBRIA,030025-00,OSPEDALE F. VILLA - MARIANO COMENSE,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",5,1.483092
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030096-00,CASA DI CURA DEL POLICLINICO - MILANO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,37.845714,60
2016,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,4.271018,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-01,OSPEDALE S. MARIA DELLE STELLE MELZO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,5.082278,1
2014,325 - ATS DI BERGAMO,030138-00,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,2.110169,0
2016,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,6.944949,1
2016,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,8.768566,1
2016,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,3.379707,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030096-00,CASA DI CURA DEL POLICLINICO - MILANO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,20.486486,36
2016,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI - BRESCIA,14,ANOMALIE CONGENITE,7.935867,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",16,LESIONI E AVVELENAMENTO,11.692308,0
2014,324 - ATS DELLA BRIANZA,030108-00,CASA DI CURA ZUCCHI - CARATE BRIANZA,1,MALATTIE INFETTIVE E PARASSITARIE,21,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,9.8,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,8.962264,1
2016,327 - ATS DELLA VAL PADANA,030355-00,OSPEDALE DI SUZZARA S.P.A.,16,LESIONI E AVVELENAMENTO,4.740113,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",16,LESIONI E AVVELENAMENTO,10.504808,0
2015,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,9.864286,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030946-00,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,15.641026,1
2013,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,18,"CODICI RESIDUI, NON CLASSIFICATI",4.348485,1
2016,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,3.553398,1
2015,326 - ATS DI BRESCIA,030932-00,FONDAZIONE S.MAUGERI - LUMEZZANE,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,44.614583,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,2,NEOPLASIE,10.943363,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-02,OSPEDALE SERBELLONI - GORGONZOLA,7,MALATTIE DEL SISTEMA CIRCOLATORIO,9.352941,0
2016,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,5,MALATTIE MENTALI,10.28453,6.512195
2013,324 - ATS DELLA BRIANZA,030284-00,CENTRO DI RIABIL.VILLA BERETTA-COSTA M,8,MALATTIE DEL SISTEMA RESPIRATORIO,11.181818,4
2014,328 - ATS DI PAVIA,030202-00,IST.DI CURA CITTA'DI PAVIA,9,MALATTIE DELL'APPARATO DIGERENTE,2.527638,1
2015,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,13.662461,1
2015,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,12.412946,0
2014,324 - ATS DELLA BRIANZA,030109-00,CASA DI CURA VILLA BIANCA - LIMBIATE,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",34,0
2015,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,5,MALATTIE MENTALI,13.162353,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,5,MALATTIE MENTALI,13.982005,1
2015,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,12.496183,1
2014,328 - ATS DI PAVIA,030191-00,OSPEDALE S.MARTINO - MEDE,16,LESIONI E AVVELENAMENTO,13.643678,0
2014,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,6.352113,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",16,LESIONI E AVVELENAMENTO,6.240964,1
2014,326 - ATS DI BRESCIA,030159-00,PRESIDIO OSPEDALIERO DI MONTICHIARI,5,MALATTIE MENTALI,13.75,5.012821
2013,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,5,MALATTIE MENTALI,6.686275,0
2012,328 - ATS DI PAVIA,030192-00,OSPEDALE SS.ANNUNZIATA - VARZI,18,"CODICI RESIDUI, NON CLASSIFICATI",0,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,1,MALATTIE INFETTIVE E PARASSITARIE,7.142857,0
2015,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.474255,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030389-02,POLO CHIRURGICO CAPITANIO - MILANO,9,MALATTIE DELL'APPARATO DIGERENTE,1.321212,0
2014,327 - ATS DELLA VAL PADANA,030217-00,CASA DI CURA ANCELLE DELLA CARITA'-CR,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,39.097143,0
2015,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,3.791667,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030946-00,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,9.758621,0
2016,322 - ATS DELL'INSUBRIA,030022-00,OSPEDALE S. ANTONIO ABATE - CANTU',8,MALATTIE DEL SISTEMA RESPIRATORIO,8.267943,1
2016,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,9,MALATTIE DELL'APPARATO DIGERENTE,5.600694,1
2017,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.96347,1
2016,322 - ATS DELL'INSUBRIA,030012-00,OSPEDALE CARLO ONDOLI - ANGERA,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,6.796296,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,16,LESIONI E AVVELENAMENTO,8.547541,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-01,OSPEDALE S. MARIA DELLE STELLE MELZO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",6.5,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030124-00,ISTITUTO STOMATOLOGICO ITALIANO - MILANO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,1.5,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030085-01,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,5,MALATTIE MENTALI,8.890909,0
2017,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,16,LESIONI E AVVELENAMENTO,6.513158,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030119-00,IST.CLINICO S.SIRO SPA-MILANO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,12.964286,0
2017,326 - ATS DI BRESCIA,030162-00,PRESIDIO OSPEDALIERO GARDONE V.T.,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,7.135135,1
2016,322 - ATS DELL'INSUBRIA,030017-00,CASA DI CURA MATER DOMINI - CASTELLANZA,7,MALATTIE DEL SISTEMA CIRCOLATORIO,4.81714,1
2016,323 - ATS DELLA MONTAGNA,030274-02,OSPEDALE VALCAMONICA - EDOLO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",10.037037,0
2017,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,2,NEOPLASIE,8.62095,1
2017,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,2,NEOPLASIE,7.710362,1
2016,324 - ATS DELLA BRIANZA,030106-00,CASA DI CURA POLICLINICO - MONZA,10,MALATTIE DEL SISTEMA GENITO-URINARIO,5.205882,1
2015,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,7.896552,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030124-00,ISTITUTO STOMATOLOGICO ITALIANO - MILANO,2,NEOPLASIE,1.833333,1
2013,328 - ATS DI PAVIA,030940-00,MAUGERI-CENTRO MEDICO MONTESCANO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,20.833333,0
2013,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,5.881188,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030087-00,OSPEDALE CADUTI BOLLATESI - BOLLATE,14,ANOMALIE CONGENITE,3.5,1
2015,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,1,MALATTIE INFETTIVE E PARASSITARIE,12.604167,1
2015,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,8.419355,1
2015,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,3.96,1
2015,323 - ATS DELLA MONTAGNA,030045-00,OSPEDALE  MORBEGNO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,26.2,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-02,OSPEDALE A. ZAPPATONI-CASSANO D'ADDA,16,LESIONI E AVVELENAMENTO,21.585366,0
2014,326 - ATS DI BRESCIA,030942-00,IRCCS S.GIOVANNI DI DIO-FBF- BRESCIA,10,MALATTIE DEL SISTEMA GENITO-URINARIO,31,0
2015,326 - ATS DI BRESCIA,030162-00,PRESIDIO OSPEDALIERO GARDONE V.T.,18,"CODICI RESIDUI, NON CLASSIFICATI",5.1,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,8,MALATTIE DEL SISTEMA RESPIRATORIO,10.099125,0
2015,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,18,"CODICI RESIDUI, NON CLASSIFICATI",5.25,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,7.859873,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030119-00,IST.CLINICO S.SIRO SPA-MILANO,14,ANOMALIE CONGENITE,1.487179,0
2015,326 - ATS DI BRESCIA,030162-00,PRESIDIO OSPEDALIERO GARDONE V.T.,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",9.024691,0
2013,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,18,"CODICI RESIDUI, NON CLASSIFICATI",3,1
2013,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,18,"CODICI RESIDUI, NON CLASSIFICATI",3.403226,1
2013,327 - ATS DELLA VAL PADANA,030933-00,FOND.S.MAUGERI-CENTRO MEDICO-CASTEL G.,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",19,0
2016,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,4.538095,1
2013,327 - ATS DELLA VAL PADANA,030380-00,OSPEDALE DI VIADANA,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,29.113636,0
