ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,POSIZIONE_ATS,CODICE_EROGATORE,DESCRIZIONE_EROGATORE,DESCRIZIONE_TIPOLOGIA_EROGATORE,DESCRIZIONE_TIPO_ENTE,CODICE_BRANCA,DESCRIZIONE_BRANCA,DESCRIZIONE_MACRO_TIPO,PRESTAZIONI_TOT
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,4281
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",702,ASST SANTI PAOLO E CARLO,PUBBLICO,ASST,112,CHIMICA CLINICA,LABORATORIO,564924
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",936,OSPEDALE S. LUCA - MI,PRIVATO,IRCCS PRIVATO,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,3927
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PRIVATO,ATS,82,DIAGNOSTICA PER IMMAGINI: INTERVENTISTICA,DIAGNOSTICA PER IMMAGINI,173
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",724,ASST DI CREMONA,PUBBLICO,ASST,133,DIALISI IN REGIME DI RICOVERO,ATTIVITA CLINICA,625
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,181,ONCOLOGIA,ATTIVITA CLINICA,3146
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",939,ISTITUTO MONDINO - PAVIA,PRIVATO,IRCCS PRIVATO,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,2
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",923,ISTITUTO NEUROLOGICO BESTA - MI,PUBBLICO,IRCCS PUBBLICO,115,LABORATORIO IN GENERE,LABORATORIO,12304
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",920,INRCA CENTRO PER LE BRONC. - CASATENOVO,PUBBLICO,IRCCS PUBBLICO,114,MICROBIOLOGIA-VIROLOGIA,LABORATORIO,6704
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,16869
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",727,ASST DI PAVIA,PUBBLICO,ASST,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,20584
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",936,OSPEDALE S. LUCA - MI,PRIVATO,IRCCS PRIVATO,31,CHIRURGIA GENERALE,ATTIVITA CLINICA,1507
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",327,ATS DELLA VAL PADANA,PRIVATO,ATS,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,26957
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",937,PRO JOVENTUDE DON C. GNOCCHI - MI,PRIVATO,IRCCS PRIVATO,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,24
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,111,ANATOMIA ISTOLOGIA PATOLOGICA-GENETICA,LABORATORIO,8923
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ATS,151,NEUROLOGIA,ATTIVITA CLINICA,6907
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",924,POLICLINICO S. MATTEO - PV,PUBBLICO,IRCCS PUBBLICO,121,MEDICINA FISICA E RIABILITAZIONE,ATTIVITA CLINICA,34846
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",712,ASST LARIANA,PUBBLICO,ASST,133,DIALISI IN REGIME DI RICOVERO,ATTIVITA CLINICA,806
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",707,ASST NORD MILANO,PUBBLICO,ASST,BIC,BIC,BIC,1708
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,23168
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,PUBBLICO,ASST,11,ANESTESIA,ATTIVITA CLINICA,16749
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,101,GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA,ATTIVITA CLINICA,12284
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",715,ASST DI LECCO,PUBBLICO,ASST,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,5684
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,PUBBLICO,ASST,131,NEFROLOGIA,ATTIVITA CLINICA,36135
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",938,FOND. CLINICA DEL LAVORO - PAVIA,PRIVATO,IRCCS PRIVATO,251,UROLOGIA,ATTIVITA CLINICA,562
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",727,ASST DI PAVIA,PUBBLICO,ASST,114,MICROBIOLOGIA-VIROLOGIA,LABORATORIO,89055
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",704,ASST CENTRO SPECIALISTICO ORTOPEDICO TRAUMATOLOGICO GAETANO PINI/CTO,PUBBLICO,ASST,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,27310
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ASST,11,ANESTESIA,ATTIVITA CLINICA,17266
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",938,FOND. CLINICA DEL LAVORO - PAVIA,PRIVATO,IRCCS PRIVATO,112,CHIMICA CLINICA,LABORATORIO,261492
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",940,FOND. CL. DEL LAVORO - MONTESCANO,PRIVATO,IRCCS PRIVATO,21,CARDIOLOGIA,ATTIVITA CLINICA,7901
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",922,ISTITUTO NAZIONALE DEI TUMORI- MI,PUBBLICO,IRCCS PUBBLICO,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,24208
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",707,ASST NORD MILANO,PUBBLICO,ASST,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,70128
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ATS,85,DIAGNOSTICA PER IMMAGINI: TAC,DIAGNOSTICA PER IMMAGINI,3892
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",324,ATS DELLA BRIANZA,PRIVATO,ATS,114,MICROBIOLOGIA-VIROLOGIA,LABORATORIO,427661
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,31,CHIRURGIA GENERALE,ATTIVITA CLINICA,3061
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,13595
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",939,ISTITUTO MONDINO - PAVIA,PRIVATO,IRCCS PRIVATO,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,32
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",709,ASST DI LODI,PUBBLICO,ASST,251,UROLOGIA,ATTIVITA CLINICA,6352
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",950,SAN RAFFAELE TURRO,PRIVATO,IRCCS PRIVATO,112,CHIMICA CLINICA,LABORATORIO,208831
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,131,NEFROLOGIA,ATTIVITA CLINICA,63650
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",943,ISTITUTO CLINICO HUMANITAS - ROZZANO,PRIVATO,IRCCS PRIVATO,141,NEUROCHIRURGIA,ATTIVITA CLINICA,15
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",719,ASST DI BERGAMO OVEST,PUBBLICO,ASST,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,14356
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",720,ASST DI BERGAMO EST,PUBBLICO,ASST,11,ANESTESIA,ATTIVITA CLINICA,2632
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",702,ASST SANTI PAOLO E CARLO,PUBBLICO,ASST,61,DERMOSIFILOPATIA,ATTIVITA CLINICA,27588
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,84,DIAGNOSTICA PER IMMAGINI: RMN,DIAGNOSTICA PER IMMAGINI,6248
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,61,DERMOSIFILOPATIA,ATTIVITA CLINICA,32370
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",938,FOND. CLINICA DEL LAVORO - PAVIA,PRIVATO,IRCCS PRIVATO,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,545
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",930,FONDAZIONE CLINICA DEL LAVORO - TRADATE,PRIVATO,IRCCS PRIVATO,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,9108
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",712,ASST LARIANA,PUBBLICO,ASST,84,DIAGNOSTICA PER IMMAGINI: RMN,DIAGNOSTICA PER IMMAGINI,7176
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,21911
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,84,DIAGNOSTICA PER IMMAGINI: RMN,DIAGNOSTICA PER IMMAGINI,4547
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",936,OSPEDALE S. LUCA - MI,PRIVATO,IRCCS PRIVATO,151,NEUROLOGIA,ATTIVITA CLINICA,10991
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",949,"I.R.C.C.S. ""FOND.NE  S.MAUGERI - IST. DI RIABILITAZIONE",PRIVATO,IRCCS PRIVATO,265,VISITA GENERALE,ATTIVITA CLINICA,1
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,41613
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,132,DIALISI,ATTIVITA CLINICA,57888
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,11,ANESTESIA,ATTIVITA CLINICA,6238
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ASST,114,MICROBIOLOGIA-VIROLOGIA,LABORATORIO,41131
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",725,ASST DI MANTOVA,PUBBLICO,ASST,161,OCULISTICA,ATTIVITA CLINICA,43710
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",935,S. RAFFAELE- MI,PRIVATO,IRCCS PRIVATO,131,NEFROLOGIA,ATTIVITA CLINICA,20798
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",716,ASST DI MONZA,PUBBLICO,ASST,231,PSICHIATRIA,ATTIVITA CLINICA,7748
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",938,FOND. CLINICA DEL LAVORO - PAVIA,PRIVATO,IRCCS PRIVATO,61,DERMOSIFILOPATIA,ATTIVITA CLINICA,70182
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",941,ISTITUTO EUROPEO DI ONCOLOGIA,PRIVATO,IRCCS PRIVATO,181,ONCOLOGIA,ATTIVITA CLINICA,27332
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",948,MULTIMEDICA HOLDING SPA-SESTO S.G.,PRIVATO,IRCCS PRIVATO,251,UROLOGIA,ATTIVITA CLINICA,3034
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,1867
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,231,PSICHIATRIA,ATTIVITA CLINICA,6940
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",935,S. RAFFAELE- MI,PRIVATO,IRCCS PRIVATO,261,ALTRO IN GENERE,ATTIVITA CLINICA,24735
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",716,ASST DI MONZA,PUBBLICO,ASST,115,LABORATORIO IN GENERE,LABORATORIO,343536
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,32094
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",712,ASST LARIANA,PUBBLICO,ASST,251,UROLOGIA,ATTIVITA CLINICA,16532
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,72461
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,41,CHIRURGIA PLASTICA,ATTIVITA CLINICA,52
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,251,UROLOGIA,ATTIVITA CLINICA,14497
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PUBBLICO,ATS,151,NEUROLOGIA,ATTIVITA CLINICA,38
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",940,FOND. CL. DEL LAVORO - MONTESCANO,PRIVATO,IRCCS PRIVATO,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,116
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,18740
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",938,FOND. CLINICA DEL LAVORO - PAVIA,PRIVATO,IRCCS PRIVATO,111,ANATOMIA ISTOLOGIA PATOLOGICA-GENETICA,LABORATORIO,21051
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",702,ASST SANTI PAOLO E CARLO,PUBBLICO,ASST,151,NEUROLOGIA,ATTIVITA CLINICA,20170
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",940,FOND. CL. DEL LAVORO - MONTESCANO,PRIVATO,IRCCS PRIVATO,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,471
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,PUBBLICO,ASST,BIC,BIC,BIC,1812
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,21,CARDIOLOGIA,ATTIVITA CLINICA,60897
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,141,NEUROCHIRURGIA,ATTIVITA CLINICA,142
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,342952
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",321,ATS DELLA CITTA' METROPOLITANA DI MILANO,PRIVATO,ATS,161,OCULISTICA,ATTIVITA CLINICA,175840
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PUBBLICO,ATS,151,NEUROLOGIA,ATTIVITA CLINICA,86
2016,30,REGIONE LOMBARDIA,,,,,,PUBBLICO,,221,PNEUMOLOGIA,ATTIVITA CLINICA,497523
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",725,ASST DI MANTOVA,PUBBLICO,ASST,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,535660
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,PUBBLICO,ASST,181,ONCOLOGIA,ATTIVITA CLINICA,12845
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",716,ASST DI MONZA,PUBBLICO,ASST,11,ANESTESIA,ATTIVITA CLINICA,22581
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,PUBBLICO,ASST,231,PSICHIATRIA,ATTIVITA CLINICA,6080
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",709,ASST DI LODI,PUBBLICO,ASST,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,370078
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",946,ISTITUTO ORTOPEDICO GALEAZZI SPA,PRIVATO,IRCCS PRIVATO,114,MICROBIOLOGIA-VIROLOGIA,LABORATORIO,8696
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PRIVATO,ATS,BIC,BIC,BIC,15265
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",930,FONDAZIONE CLINICA DEL LAVORO - TRADATE,PRIVATO,IRCCS PRIVATO,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,510
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",924,POLICLINICO S. MATTEO - PV,PUBBLICO,IRCCS PUBBLICO,251,UROLOGIA,ATTIVITA CLINICA,6500
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,61,DERMOSIFILOPATIA,ATTIVITA CLINICA,50539
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ASST,121,MEDICINA FISICA E RIABILITAZIONE,ATTIVITA CLINICA,98153
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",940,FOND. CL. DEL LAVORO - MONTESCANO,PRIVATO,IRCCS PRIVATO,161,OCULISTICA,ATTIVITA CLINICA,8
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,111,ANATOMIA ISTOLOGIA PATOLOGICA-GENETICA,LABORATORIO,45461
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",948,MULTIMEDICA HOLDING SPA-SESTO S.G.,PRIVATO,IRCCS PRIVATO,21,CARDIOLOGIA,ATTIVITA CLINICA,21681
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",947,ISTITUTO POLICLINICO SAN DONATO MILANESE,PRIVATO,IRCCS PRIVATO,84,DIAGNOSTICA PER IMMAGINI: RMN,DIAGNOSTICA PER IMMAGINI,9260
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",937,PRO JOVENTUDE DON C. GNOCCHI - MI,PRIVATO,IRCCS PRIVATO,221,PNEUMOLOGIA,ATTIVITA CLINICA,5789
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",707,ASST NORD MILANO,PUBBLICO,ASST,85,DIAGNOSTICA PER IMMAGINI: TAC,DIAGNOSTICA PER IMMAGINI,6646
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,91,ENDOCRINOLOGIA,ATTIVITA CLINICA,20503
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,115,LABORATORIO IN GENERE,LABORATORIO,173850
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",924,POLICLINICO S. MATTEO - PV,PUBBLICO,IRCCS PUBBLICO,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,40376
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",924,POLICLINICO S. MATTEO - PV,PUBBLICO,IRCCS PUBBLICO,261,ALTRO IN GENERE,MAC,21223
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,161,OCULISTICA,ATTIVITA CLINICA,31185
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,31,CHIRURGIA GENERALE,ATTIVITA CLINICA,16513
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,251,UROLOGIA,ATTIVITA CLINICA,18367
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,151,NEUROLOGIA,ATTIVITA CLINICA,7158
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,32950
