ANNO,PROVINCIA,GENERE,GRUPPO CAUSA DI MORTE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2014,COMO,F,Tumori,tumori maligni-di cui melanomi maligni della cute,9.039360974,45.80216962,8,"(45.80216962, 9.039360974)"
2014,LODI,F,Alcune malattie infettive e parassitarie,epatite virale,9.510140481,45.31535435,8,"(45.31535435, 9.510140481)"
2013,BRESCIA,M,Tumori,tumori non maligni (benigni e di comportamento incerto),10.18167955,45.51939749,65,"(45.51939749, 10.18167955)"
2015,MANTOVA,F,Tumori,tumori maligni-di cui tumori maligni del seno,10.77086348,45.14135331,76,"(45.14135331, 10.77086348)"
2013,ITALIA,M,Tumori,tumori maligni-di cui tumori maligni della prostata,,,7190,
2012,COMO,M,Tumori,tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,9.039360974,45.80216962,27,"(45.80216962, 9.039360974)"
2014,MONZA E DELLA BRIANZA,M,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.258430902,45.5823624,20,"(45.5823624, 9.258430902)"
2014,MONZA E DELLA BRIANZA,M,Tumori,tumori maligni-di cui tumori maligni dello stomaco,9.258430902,45.5823624,98,"(45.5823624, 9.258430902)"
2014,PAVIA,M,Tumori,tumori maligni-di cui tumori maligni del pancreas,9.14034225,45.18407925,64,"(45.18407925, 9.14034225)"
2015,LECCO,M,Tumori,tumori maligni-di cui leucemia,9.388156645,45.85028614,15,"(45.85028614, 9.388156645)"
2014,MONZA E DELLA BRIANZA,F,Tumori,tumori maligni-di cui tumori maligni del seno,9.258430902,45.5823624,185,"(45.5823624, 9.258430902)"
2015,VARESE,F,Tumori,tumori maligni-di cui leucemia,8.80650544,45.80041256,41,"(45.80041256, 8.80650544)"
2015,MILANO,F,Tumori,tumori maligni-di cui tumori maligni della prostata,9.18951,45.46427,,"(45.46427, 9.18951)"
2012,MILANO,M,Alcune malattie infettive e parassitarie,tubercolosi,9.18951,45.46427,7,"(45.46427, 9.18951)"
2013,ITALIA,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,,,2509,
2014,PAVIA,F,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.14034225,45.18407925,16,"(45.18407925, 9.14034225)"
2015,SONDRIO,M,Tumori,"tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",9.879429303,46.1707552,21,"(46.1707552, 9.879429303)"
2015,ITALIA,F,Tumori,tumori non maligni (benigni e di comportamento incerto),,,3954,
2015,MONZA E DELLA BRIANZA,F,Alcune malattie infettive e parassitarie,altre malattie infettive e parassitarie,9.258430902,45.5823624,111,"(45.5823624, 9.258430902)"
2012,BRESCIA,M,Alcune malattie infettive e parassitarie,aids (malattia da hiv),10.18167955,45.51939749,20,"(45.51939749, 10.18167955)"
2014,BERGAMO,F,Tumori,tumori maligni-di cui tumori maligni del rene,9.63853045,45.68012929,25,"(45.68012929, 9.63853045)"
2013,CREMONA,M,Tumori,tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,10.0131151,45.13644491,11,"(45.13644491, 10.0131151)"
2012,BRESCIA,F,Alcune malattie infettive e parassitarie,epatite virale,10.18167955,45.51939749,51,"(45.51939749, 10.18167955)"
2012,SONDRIO,F,Tumori,tumori maligni-di cui tumori maligni della cervice uterina,9.879429303,46.1707552,1,"(46.1707552, 9.879429303)"
2015,BRESCIA,M,Tumori,tumori maligni-di cui tumori maligni del rene,10.18167955,45.51939749,61,"(45.51939749, 10.18167955)"
2012,BRESCIA,F,Tumori,tumori maligni-di cui tumori maligni della laringe,10.18167955,45.51939749,3,"(45.51939749, 10.18167955)"
2013,MONZA E DELLA BRIANZA,M,Alcune malattie infettive e parassitarie,altre malattie infettive e parassitarie,9.258430902,45.5823624,77,"(45.5823624, 9.258430902)"
2013,PAVIA,M,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",9.14034225,45.18407925,291,"(45.18407925, 9.14034225)"
2015,CREMONA,M,Tumori,"tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",10.0131151,45.13644491,62,"(45.13644491, 10.0131151)"
2015,SONDRIO,F,Alcune malattie infettive e parassitarie,altre malattie infettive e parassitarie,9.879429303,46.1707552,31,"(46.1707552, 9.879429303)"
2015,LECCO,M,Tumori,tumori maligni-di cui tumori maligni dell'esofago,9.388156645,45.85028614,10,"(45.85028614, 9.388156645)"
2012,BRESCIA,F,Disturbi psichici e comportamentali,abuso di alcool (compresa psicosi alcolica),10.18167955,45.51939749,2,"(45.51939749, 10.18167955)"
2014,MILANO,M,Tumori,"tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.18951,45.46427,98,"(45.46427, 9.18951)"
2012,LECCO,F,Tumori,tumori maligni-di cui tumori maligni della tiroide,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2014,SONDRIO,M,Tumori,tumori maligni-di cui tumori maligni della prostata,9.879429303,46.1707552,14,"(46.1707552, 9.879429303)"
2015,CREMONA,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,10.0131151,45.13644491,16,"(45.13644491, 10.0131151)"
2013,BRESCIA,M,Disturbi psichici e comportamentali,demenza,10.18167955,45.51939749,85,"(45.51939749, 10.18167955)"
2013,LODI,F,Tumori,tumori maligni-di cui altri tumori maligni,9.510140481,45.31535435,36,"(45.31535435, 9.510140481)"
2014,VARESE,F,Tumori,tumori maligni-di cui tumori maligni del seno,8.80650544,45.80041256,203,"(45.80041256, 8.80650544)"
2013,MANTOVA,F,Tumori,tumori maligni-di cui tumori maligni dell'esofago,10.77086348,45.14135331,5,"(45.14135331, 10.77086348)"
2012,BERGAMO,M,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,9.63853045,45.68012929,,"(45.68012929, 9.63853045)"
2013,REGIONE LOMBARDIA,F,Alcune malattie infettive e parassitarie,epatite virale,,,279,
2012,MILANO,M,Tumori,tumori maligni-di cui tumori maligni dello stomaco,9.18951,45.46427,351,"(45.46427, 9.18951)"
2014,REGIONE LOMBARDIA,F,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",,,1751,
2015,COMO,M,Alcune malattie infettive e parassitarie,aids (malattia da hiv),9.039360974,45.80216962,9,"(45.80216962, 9.039360974)"
2013,BRESCIA,M,Tumori,tumori maligni-di cui tumori maligni dell'esofago,10.18167955,45.51939749,34,"(45.51939749, 10.18167955)"
2015,SONDRIO,M,Tumori,tumori maligni-di cui melanomi maligni della cute,9.879429303,46.1707552,9,"(46.1707552, 9.879429303)"
2013,SONDRIO,M,Tumori,tumori maligni-di cui tumori maligni del pancreas,9.879429303,46.1707552,17,"(46.1707552, 9.879429303)"
2014,BERGAMO,F,Tumori,"tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",9.63853045,45.68012929,135,"(45.68012929, 9.63853045)"
2012,REGIONE LOMBARDIA,F,Disturbi psichici e comportamentali,demenza,,,1723,
2013,MANTOVA,F,Tumori,tumori maligni-di cui tumori maligni della laringe,10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2012,LECCO,F,Tumori,tumori maligni-di cui tumori maligni del seno,9.388156645,45.85028614,65,"(45.85028614, 9.388156645)"
2013,PAVIA,M,Tumori,tumori maligni-di cui tumori maligni del seno,9.14034225,45.18407925,1,"(45.18407925, 9.14034225)"
2012,MANTOVA,M,Alcune malattie infettive e parassitarie,tubercolosi,10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2014,SONDRIO,M,Tumori,tumori maligni-di cui tumori maligni della vescica,9.879429303,46.1707552,18,"(46.1707552, 9.879429303)"
2012,MILANO,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,9.18951,45.46427,101,"(45.46427, 9.18951)"
2015,ITALIA,M,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,,,1399,
2014,MONZA E DELLA BRIANZA,M,Tumori,tumori maligni-di cui tumori maligni del pancreas,9.258430902,45.5823624,72,"(45.5823624, 9.258430902)"
2015,SONDRIO,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,9.879429303,46.1707552,5,"(46.1707552, 9.879429303)"
2014,BRESCIA,F,Tumori,tumori maligni-di cui melanomi maligni della cute,10.18167955,45.51939749,14,"(45.51939749, 10.18167955)"
2014,SONDRIO,F,"Malattie endocrine, nutrizionali e metaboliche",diabete mellito,9.879429303,46.1707552,24,"(46.1707552, 9.879429303)"
2013,LECCO,F,Disturbi psichici e comportamentali,abuso di alcool (compresa psicosi alcolica),9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2015,ITALIA,F,Tumori,tumori maligni-di cui tumori maligni della cervice uterina,,,435,
2013,BRESCIA,M,Tumori,tumori maligni-di cui tumori maligni della cervice uterina,10.18167955,45.51939749,,"(45.51939749, 10.18167955)"
2014,VARESE,F,Disturbi psichici e comportamentali,demenza,8.80650544,45.80041256,157,"(45.80041256, 8.80650544)"
2013,MILANO,F,Alcune malattie infettive e parassitarie,altre malattie infettive e parassitarie,9.18951,45.46427,321,"(45.46427, 9.18951)"
2013,SONDRIO,F,Alcune malattie infettive e parassitarie,altre malattie infettive e parassitarie,9.879429303,46.1707552,24,"(46.1707552, 9.879429303)"
2013,MONZA E DELLA BRIANZA,F,Alcune malattie infettive e parassitarie,tubercolosi,9.258430902,45.5823624,5,"(45.5823624, 9.258430902)"
2014,LODI,F,Tumori,tumori maligni-di cui tumori maligni della cervice uterina,9.510140481,45.31535435,5,"(45.31535435, 9.510140481)"
2015,BERGAMO,M,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.63853045,45.68012929,18,"(45.68012929, 9.63853045)"
2014,BERGAMO,M,Disturbi psichici e comportamentali,demenza,9.63853045,45.68012929,100,"(45.68012929, 9.63853045)"
2012,PAVIA,F,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.14034225,45.18407925,20,"(45.18407925, 9.14034225)"
2012,VARESE,F,Tumori,tumori maligni-di cui tumori maligni della laringe,8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2013,COMO,M,Tumori,tumori maligni-di cui leucemia,9.039360974,45.80216962,35,"(45.80216962, 9.039360974)"
2015,LODI,F,Tumori,tumori maligni-di cui leucemia,9.510140481,45.31535435,8,"(45.31535435, 9.510140481)"
2014,ITALIA,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,,,2501,
2014,BERGAMO,F,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",9.63853045,45.68012929,166,"(45.68012929, 9.63853045)"
2014,MONZA E DELLA BRIANZA,F,Tumori,"tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.258430902,45.5823624,13,"(45.5823624, 9.258430902)"
2015,BERGAMO,M,Tumori,tumori non maligni (benigni e di comportamento incerto),9.63853045,45.68012929,65,"(45.68012929, 9.63853045)"
2012,PAVIA,F,Tumori,tumori maligni-di cui leucemia,9.14034225,45.18407925,32,"(45.18407925, 9.14034225)"
2014,BERGAMO,F,"Malattie endocrine, nutrizionali e metaboliche","altre malattie endocrine, nutrizionali e metaboliche",9.63853045,45.68012929,29,"(45.68012929, 9.63853045)"
2015,MONZA E DELLA BRIANZA,F,"Malattie endocrine, nutrizionali e metaboliche","altre malattie endocrine, nutrizionali e metaboliche",9.258430902,45.5823624,56,"(45.5823624, 9.258430902)"
2014,VARESE,M,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",8.80650544,45.80041256,1,"(45.80041256, 8.80650544)"
2015,BERGAMO,F,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.63853045,45.68012929,22,"(45.68012929, 9.63853045)"
2015,VARESE,F,Tumori,"tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",8.80650544,45.80041256,22,"(45.80041256, 8.80650544)"
2015,LECCO,F,"Malattie endocrine, nutrizionali e metaboliche","altre malattie endocrine, nutrizionali e metaboliche",9.388156645,45.85028614,13,"(45.85028614, 9.388156645)"
2013,REGIONE LOMBARDIA,M,Alcune malattie infettive e parassitarie,aids (malattia da hiv),,,143,
2013,MANTOVA,F,Tumori,tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,10.77086348,45.14135331,25,"(45.14135331, 10.77086348)"
2012,BERGAMO,M,Tumori,tumori non maligni (benigni e di comportamento incerto),9.63853045,45.68012929,56,"(45.68012929, 9.63853045)"
2012,COMO,F,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.039360974,45.80216962,18,"(45.80216962, 9.039360974)"
2013,BRESCIA,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,10.18167955,45.51939749,41,"(45.51939749, 10.18167955)"
2014,MONZA E DELLA BRIANZA,M,Tumori,tumori maligni-di cui tumori maligni dell'ovaio,9.258430902,45.5823624,,"(45.5823624, 9.258430902)"
2013,PAVIA,F,Tumori,"tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.14034225,45.18407925,11,"(45.18407925, 9.14034225)"
2013,BRESCIA,F,Tumori,tumori maligni-di cui tumori maligni della vescica,10.18167955,45.51939749,24,"(45.51939749, 10.18167955)"
2013,BERGAMO,M,"Malattie endocrine, nutrizionali e metaboliche",diabete mellito,9.63853045,45.68012929,92,"(45.68012929, 9.63853045)"
2015,SONDRIO,M,Tumori,tumori maligni-di cui tumori maligni della prostata,9.879429303,46.1707552,21,"(46.1707552, 9.879429303)"
2014,ITALIA,F,Tumori,tumori maligni-di cui tumori maligni del pancreas,,,5764,
2014,REGIONE LOMBARDIA,F,Tumori,tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,,,321,
2014,CREMONA,F,Disturbi psichici e comportamentali,demenza,10.0131151,45.13644491,71,"(45.13644491, 10.0131151)"
2013,REGIONE LOMBARDIA,F,Tumori,tumori maligni-di cui tumori maligni dello stomaco,,,779,
2015,CREMONA,M,Tumori,tumori maligni-di cui tumori maligni della tiroide,10.0131151,45.13644491,2,"(45.13644491, 10.0131151)"
2014,LODI,F,"Malattie endocrine, nutrizionali e metaboliche","altre malattie endocrine, nutrizionali e metaboliche",9.510140481,45.31535435,16,"(45.31535435, 9.510140481)"
2012,BRESCIA,F,Tumori,tumori non maligni (benigni e di comportamento incerto),10.18167955,45.51939749,75,"(45.51939749, 10.18167955)"
2013,ITALIA,F,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",,,8857,
2012,BERGAMO,M,Tumori,tumori maligni-di cui tumori maligni della vescica,9.63853045,45.68012929,66,"(45.68012929, 9.63853045)"
2014,CREMONA,F,Tumori,tumori maligni-di cui tumori maligni della tiroide,10.0131151,45.13644491,1,"(45.13644491, 10.0131151)"
2014,SONDRIO,F,Tumori,tumori maligni-di cui tumori maligni dell'ovaio,9.879429303,46.1707552,10,"(46.1707552, 9.879429303)"
2012,MANTOVA,F,Tumori,tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,10.77086348,45.14135331,12,"(45.14135331, 10.77086348)"
2012,PAVIA,F,Tumori,"tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.14034225,45.18407925,10,"(45.18407925, 9.14034225)"
2012,LODI,F,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2012,ITALIA,M,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",,,24805,
2013,REGIONE LOMBARDIA,M,Tumori,"tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",,,1579,
2015,PAVIA,M,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",9.14034225,45.18407925,276,"(45.18407925, 9.14034225)"
2012,CREMONA,M,Tumori,tumori maligni-di cui morbo di hodgkin e linfomi,10.0131151,45.13644491,21,"(45.13644491, 10.0131151)"
2013,CREMONA,F,Tumori,tumori maligni-di cui leucemia,10.0131151,45.13644491,17,"(45.13644491, 10.0131151)"
2013,MILANO,M,Tumori,tumori maligni-di cui tumori maligni della vescica,9.18951,45.46427,196,"(45.46427, 9.18951)"
2012,MONZA E DELLA BRIANZA,F,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",9.258430902,45.5823624,122,"(45.5823624, 9.258430902)"
2012,LODI,F,Tumori,tumori maligni-di cui tumori maligni dello stomaco,9.510140481,45.31535435,26,"(45.31535435, 9.510140481)"
2012,PAVIA,M,Tumori,tumori maligni-di cui tumori maligni della prostata,9.14034225,45.18407925,82,"(45.18407925, 9.14034225)"
2015,LECCO,F,"Malattie endocrine, nutrizionali e metaboliche",diabete mellito,9.388156645,45.85028614,55,"(45.85028614, 9.388156645)"
2014,BRESCIA,F,Tumori,tumori maligni-di cui tumori maligni della prostata,10.18167955,45.51939749,,"(45.51939749, 10.18167955)"
2015,BERGAMO,F,Tumori,tumori maligni-di cui tumori maligni della tiroide,9.63853045,45.68012929,4,"(45.68012929, 9.63853045)"
2013,MILANO,F,Disturbi psichici e comportamentali,demenza,9.18951,45.46427,500,"(45.46427, 9.18951)"
2014,MILANO,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,9.18951,45.46427,117,"(45.46427, 9.18951)"
2015,PAVIA,F,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",9.14034225,45.18407925,110,"(45.18407925, 9.14034225)"
2015,BRESCIA,M,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,10.18167955,45.51939749,20,"(45.51939749, 10.18167955)"
2014,MILANO,F,Tumori,tumori maligni-di cui tumori maligni dello stomaco,9.18951,45.46427,190,"(45.46427, 9.18951)"
2012,VARESE,F,Tumori,tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,8.80650544,45.80041256,40,"(45.80041256, 8.80650544)"
2012,SONDRIO,M,Disturbi psichici e comportamentali,abuso di alcool (compresa psicosi alcolica),9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2015,REGIONE LOMBARDIA,M,Disturbi psichici e comportamentali,abuso di alcool (compresa psicosi alcolica),,,24,
2014,LODI,M,Tumori,tumori maligni-di cui tumori maligni della cervice uterina,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2012,COMO,M,Tumori,tumori maligni-di cui leucemia,9.039360974,45.80216962,28,"(45.80216962, 9.039360974)"
2015,COMO,F,Tumori,tumori maligni-di cui altri tumori maligni,9.039360974,45.80216962,117,"(45.80216962, 9.039360974)"
2013,BERGAMO,F,Tumori,tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,9.63853045,45.68012929,70,"(45.68012929, 9.63853045)"
2014,REGIONE LOMBARDIA,M,"Malattie endocrine, nutrizionali e metaboliche","altre malattie endocrine, nutrizionali e metaboliche",,,299,
2013,LODI,F,Tumori,tumori maligni-di cui tumori maligni del pancreas,9.510140481,45.31535435,29,"(45.31535435, 9.510140481)"
2013,REGIONE LOMBARDIA,F,Tumori,tumori maligni-di cui tumori maligni della prostata,,,,
2013,VARESE,F,Tumori,tumori maligni-di cui altri tumori maligni,8.80650544,45.80041256,160,"(45.80041256, 8.80650544)"
2014,ITALIA,M,Tumori,tumori maligni-di cui tumori maligni della cervice uterina,,,,
2012,VARESE,M,Alcune malattie infettive e parassitarie,altre malattie infettive e parassitarie,8.80650544,45.80041256,62,"(45.80041256, 8.80650544)"
2015,VARESE,F,Disturbi psichici e comportamentali,abuso di alcool (compresa psicosi alcolica),8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2012,SONDRIO,F,Tumori,tumori maligni-di cui tumori maligni del rene,9.879429303,46.1707552,6,"(46.1707552, 9.879429303)"
2015,SONDRIO,M,Tumori,"tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.879429303,46.1707552,5,"(46.1707552, 9.879429303)"
2012,BERGAMO,M,Tumori,tumori maligni-di cui melanomi maligni della cute,9.63853045,45.68012929,22,"(45.68012929, 9.63853045)"
