ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,37,OSTETRICIA E GINECOLOGIA,3.140162,0
2014,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,52,DERMATOLOGIA,9.392857,1
2012,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,31,NIDO,3.75,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",43,UROLOGIA,4.711462,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,30,NEUROCHIRURGIA,6.107034,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030950-00,SAN RAFFAELE TURRO,43,UROLOGIA,4.191168,1
2016,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,68,PNEUMOLOGIA,12.832474,0
2016,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,32,NEUROLOGIA,9.994291,0
2015,322 - ATS DELL'INSUBRIA,030397-00,CASA DI CURA LE TERRAZZE - CUNARDO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,32.620118,0
2014,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,49,TERAPIA INTENSIVA,7.855072,0
2015,323 - ATS DELLA MONTAGNA,030274-02,OSPEDALE VALCAMONICA - EDOLO,26,MEDICINA GENERALE,10.904594,0
2016,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,09,CHIRURGIA GENERALE,6.098592,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,26,MEDICINA GENERALE,12.597841,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,38,OTORINOLARINGOIATRIA,2.919386,1
2016,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,64,ONCOLOGIA,9.361165,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-01,OSPEDALE DI  VIZZOLO PREDABISSI,37,OSTETRICIA E GINECOLOGIA,3.779623,1
2014,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,43,UROLOGIA,2.927374,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,38,OTORINOLARINGOIATRIA,2.898964,1
2017,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,24,MALATTIE INFETTIVE E TROPICALI,13.504651,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,58,GASTROENTEROLOGIA,11.112782,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),15.769231,1
2016,326 - ATS DI BRESCIA,030162-00,PRESIDIO OSPEDALIERO GARDONE V.T.,36,ORTOPEDIA E TRAUMATOLOGIA,10.036975,1
2016,328 - ATS DI PAVIA,030201-00,CASA DI CURA CITTADELLA SOCIALE,09,CHIRURGIA GENERALE,1.43038,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,43,UROLOGIA,4.283556,1.207547
2016,325 - ATS DI BERGAMO,030144-00,CASA DI CURA BEATO PALAZZOLO - BERGAMO,43,UROLOGIA,2.710037,1
2017,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,43,UROLOGIA,5.871032,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030073-00,OSPEDALE DI CIRCOLO - RHO,09,CHIRURGIA GENERALE,7.692641,1
2017,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,36,ORTOPEDIA E TRAUMATOLOGIA,5.605793,1
2014,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,32,NEUROLOGIA,12.223361,0
2017,327 - ATS DELLA VAL PADANA,030933-00,IRCCS CENTRO MEDICO DI CASTEL GOFFREDO,60,LUNGODEGENTI,32.651852,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030073-00,OSPEDALE DI CIRCOLO - RHO,26,MEDICINA GENERALE,13.895894,0
2016,325 - ATS DI BERGAMO,030137-00,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,60,LUNGODEGENTI,34,0
2016,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,08,CARDIOLOGIA,10.117371,1
2016,322 - ATS DELL'INSUBRIA,030901-01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,50,UNITA' CORONARICA,5.945946,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",67,PENSIONANTI,2.84008,0
2017,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,68,PNEUMOLOGIA,11.757062,1
2016,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,26,MEDICINA GENERALE,10.853783,8.285714
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,68,PNEUMOLOGIA,13.950719,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,14,CHIRURGIA VASCOLARE,7.576923,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030073-00,OSPEDALE DI CIRCOLO - RHO,50,UNITA' CORONARICA,4.1,0
2017,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,16.382353,0
2017,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,32,NEUROLOGIA,11.328496,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,31,NIDO,4.125,0
2013,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,62,NEONATOLOGIA,6.010417,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,40,PSICHIATRIA,17.64,0
2012,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,31,NIDO,3.93913,0
2013,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,56,RECUPERO E RIABILITAZIONE FUNZIONALE,16.555556,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030937-00,IRCCS S.M.NASCENTE-FOND.DON C.GNOCCHI-MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,27.645692,25.075758
2013,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,50,UNITA' CORONARICA,2.833333,0
2014,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,40,PSICHIATRIA,10.152738,0
2014,327 - ATS DELLA VAL PADANA,030227-02,PRES. RIABIL. MULTIFUNZ. BOZZOLO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,35.31422,0
2013,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,RM,RIABILITAZIONE DI MANTENIMENTO,17.846154,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,14,CHIRURGIA VASCOLARE,3.3008,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,73,TERAPIA INTENSIVA NEONATALE,40.75,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-01,OSPEDALE S. MARIA DELLE STELLE MELZO,49,TERAPIA INTENSIVA,17.928571,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,26,MEDICINA GENERALE,9.411361,8.333333
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,68,PNEUMOLOGIA,12.426501,0
2017,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,13,CHIRURGIA TORACICA,6.698413,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",13,CHIRURGIA TORACICA,7.061475,0
2017,322 - ATS DELL'INSUBRIA,030032-00,IST.CLINICO VILLA APRICA SPA-COMO,26,MEDICINA GENERALE,9.715134,0
2017,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,49,TERAPIA INTENSIVA,6.455696,0
2017,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,37,OSTETRICIA E GINECOLOGIA,4.131524,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,29,NEFROLOGIA,13.230769,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,29,NEFROLOGIA,13.143258,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,29,NEFROLOGIA,17.784946,0
2014,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI - BRESCIA,62,NEONATOLOGIA,17.90461,0
2017,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,26,MEDICINA GENERALE,8.107275,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,08,CARDIOLOGIA,8.448427,1
2016,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,49,TERAPIA INTENSIVA,8.076923,0
2016,324 - ATS DELLA BRIANZA,030033-00,CASA DI CURA BEATO L.TALAMONI-LECCO,26,MEDICINA GENERALE,11.887812,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,58,GASTROENTEROLOGIA,5.458194,0
2017,323 - ATS DELLA MONTAGNA,030035-00,C.O.F. LANZO HOSPITAL - RAMPONIO VERNA,60,LUNGODEGENTI,19.176471,0
2013,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,49,TERAPIA INTENSIVA,11.019608,0
2015,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,50,UNITA' CORONARICA,5.518519,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030073-00,OSPEDALE DI CIRCOLO - RHO,58,GASTROENTEROLOGIA,8.310345,0
2016,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,49,TERAPIA INTENSIVA,16.05,0
2016,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,39,PEDIATRIA,3.719928,1
2017,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,29,NEFROLOGIA,9.984344,0
2017,322 - ATS DELL'INSUBRIA,030017-00,CASA DI CURA MATER DOMINI - CASTELLANZA,37,OSTETRICIA E GINECOLOGIA,1.592593,0
2017,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,51,ASTANTERIA,6.279503,0
2015,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,75,NEURO-RIABILITAZIONE,33.878472,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,49,TERAPIA INTENSIVA,5.307692,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030948-00,IRCCS MULTIMEDICA - MILANO,14,CHIRURGIA VASCOLARE,5.351563,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,43,UROLOGIA,6.393199,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030948-00,IRCCS MULTIMEDICA - MILANO,49,TERAPIA INTENSIVA,22.139535,0
2016,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,60,LUNGODEGENTI,23.142857,0
2016,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,37,OSTETRICIA E GINECOLOGIA,3.693262,1
2014,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,40,PSICHIATRIA,11.973134,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030948-00,IRCCS MULTIMEDICA - MILANO,07,CARDIOCHIRURGIA,13.872449,0
2015,328 - ATS DI PAVIA,030940-00,MAUGERI-CENTRO MEDICO MONTESCANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,26.945374,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030073-00,OSPEDALE DI CIRCOLO - RHO,34,OCULISTICA,2.666667,1
2015,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,40,PSICHIATRIA,15.587054,8.952381
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030051-00,P.O.  CITTA' DI SESTO S. GIOVANNI,40,PSICHIATRIA,13.666667,0
2015,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,49,TERAPIA INTENSIVA,14.985294,0
2015,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,08,CARDIOLOGIA,7.311049,1
2015,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,58,GASTROENTEROLOGIA,7.422222,0
2015,324 - ATS DELLA BRIANZA,030106-00,CASA DI CURA POLICLINICO - MONZA,30,NEUROCHIRURGIA,3.159459,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,RM,RIABILITAZIONE DI MANTENIMENTO,6,0
2015,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,52,DERMATOLOGIA,10.68,1
2012,325 - ATS DI BERGAMO,030905-00,OSPEDALI RIUNITI - BERGAMO,61,MEDICINA NUCLEARE,3.923077,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,33,NEUROPSICHIATRIA INFANTILE,0,1.473684
2014,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,08,CARDIOLOGIA,3.763158,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,40,PSICHIATRIA,8.977486,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,34,OCULISTICA,1.340426,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030085-01,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,49,TERAPIA INTENSIVA,11.628571,0
2016,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,56,RECUPERO E RIABILITAZIONE FUNZIONALE,19.443548,0
2015,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,50,UNITA' CORONARICA,3.21875,0
2016,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,69,RADIOLOGIA,0,1
2012,327 - ATS DELLA VAL PADANA,030259-00,CASA DI CURA S. CLEMENTE - MANTOVA,60,LUNGODEGENTI,20.84375,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,60,LUNGODEGENTI,20.235294,0
2016,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,52,DERMATOLOGIA,10.302469,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,40,PSICHIATRIA,12.748571,4.751724
2016,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,34,OCULISTICA,5.363636,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030946-00,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,49,TERAPIA INTENSIVA,11.7,0
2017,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,43,UROLOGIA,0,1
2016,322 - ATS DELL'INSUBRIA,030901-01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,18,EMATOLOGIA,16.631579,1
2017,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,62,NEONATOLOGIA,4.882353,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-02,OSPEDALE DI CUGGIONO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,15.963918,0
2014,326 - ATS DI BRESCIA,030161-00,PRESIDIO OSPEDALIERO DI SALO',40,PSICHIATRIA,12.57109,0
2016,323 - ATS DELLA MONTAGNA,030044-00,OSPEDALE DI CHIAVENNA,36,ORTOPEDIA E TRAUMATOLOGIA,4.578947,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,34,OCULISTICA,3.545455,1
2015,322 - ATS DELL'INSUBRIA,030901-02,OSPEDALE F. DEL PONTE - VARESE,31,NIDO,4.443114,0
2016,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,31,NIDO,4.861111,0
2013,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,50,UNITA' CORONARICA,9.907407,0
2016,324 - ATS DELLA BRIANZA,030944-00,IRCCS CENTRO MEDICO DI LISSONE,56,RECUPERO E RIABILITAZIONE FUNZIONALE,37.663912,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030073-00,OSPEDALE DI CIRCOLO - RHO,34,OCULISTICA,5.470588,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",14,CHIRURGIA VASCOLARE,6.093656,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,98,DAY SURGERY,0,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030947-00,I.R.C.C.S. POLICLINICO SAN DONATO,32,NEUROLOGIA,10.21164,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",70,RADIOTERAPIA,6.006803,0
2015,328 - ATS DI PAVIA,030201-00,CASA DI CURA CITTADELLA SOCIALE,26,MEDICINA GENERALE,12.714286,0
2013,325 - ATS DI BERGAMO,030360-00,FERB-ONLUS C.TRO ALZHEIMER-GAZZANIGA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,37.169811,0
2016,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,62,NEONATOLOGIA,19.520362,0
2015,326 - ATS DI BRESCIA,030348-00,CASA DI CURA VILLA BARBARANO - SALO',26,MEDICINA GENERALE,25.306667,0
2016,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,50,UNITA' CORONARICA,6.045455,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,34,OCULISTICA,2.969697,1
2016,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,31,NIDO,3.818182,0
2015,322 - ATS DELL'INSUBRIA,030901-01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,56,RECUPERO E RIABILITAZIONE FUNZIONALE,17.666667,0
2012,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,40,PSICHIATRIA,23.4375,0
2014,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,50,UNITA' CORONARICA,1.259259,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,27.053333,0
2017,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,40,PSICHIATRIA,13.8,0
2015,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,60,LUNGODEGENTI,21.416667,0
2015,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,31,NIDO,3.363636,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",56,RECUPERO E RIABILITAZIONE FUNZIONALE,10.478261,0
2012,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0,1
2014,322 - ATS DELL'INSUBRIA,030032-00,IST.CLINICO VILLA APRICA SPA-COMO,49,TERAPIA INTENSIVA,7.4,0
2013,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,58,GASTROENTEROLOGIA,0,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,34,OCULISTICA,2.186739,0
2017,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,31,NIDO,6.119835,0
2015,324 - ATS DELLA BRIANZA,030109-00,CASA DI CURA VILLA BIANCA - LIMBIATE,75,NEURO-RIABILITAZIONE,42.665672,0
2015,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,50,UNITA' CORONARICA,4.153846,0
2012,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,61,MEDICINA NUCLEARE,3.972868,0
2014,327 - ATS DELLA VAL PADANA,030273-00,PRESIDIO OSPEDALIERO OGLIO PO-CASALMAGGIORE,56,RECUPERO E RIABILITAZIONE FUNZIONALE,18.736842,0
2014,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,31,NIDO,4.762712,0
2015,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,31,NIDO,3.777778,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,31,NIDO,4.25,0
2014,326 - ATS DI BRESCIA,030177-00,CASA DI CURA VILLA GEMMA-GARDONE RIV,RM,RIABILITAZIONE DI MANTENIMENTO,20.272727,0
2015,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,34,OCULISTICA,1.566667,1
2015,324 - ATS DELLA BRIANZA,030024-00,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,31,NIDO,3.828571,0
2016,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,62,NEONATOLOGIA,7.884615,0
2017,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,49,TERAPIA INTENSIVA,23.837838,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030950-00,SAN RAFFAELE TURRO,32,NEUROLOGIA,5.660072,1
2016,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,40,PSICHIATRIA,15.341232,0
2016,324 - ATS DELLA BRIANZA,030109-00,CASA DI CURA VILLA BIANCA - LIMBIATE,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.360595,0
2016,322 - ATS DELL'INSUBRIA,030901-03,OSPEDALE DI CUASSO - CUASSO AL MONTE,56,RECUPERO E RIABILITAZIONE FUNZIONALE,26.792899,0
2017,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,73,TERAPIA INTENSIVA NEONATALE,29,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,34,OCULISTICA,2.131215,0
2015,327 - ATS DELLA VAL PADANA,030227-01,PRESIDIO OSPEDALIERO - ASOLA,31,NIDO,3.06,0
2017,326 - ATS DI BRESCIA,030183-00,OSPEDALE VILLA DEI COLLI DI LONATO,60,LUNGODEGENTI,29.804878,0
2013,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,73,TERAPIA INTENSIVA NEONATALE,11.692308,0
2013,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,60,LUNGODEGENTI,34.5,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-01,OSPEDALE DI  VIZZOLO PREDABISSI,31,NIDO,3.636364,0
2013,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,RM,RIABILITAZIONE DI MANTENIMENTO,44.666667,0
2013,325 - ATS DI BERGAMO,030132-00,OSPEDALE CIVILE - S.GIOVANNI BIANCO,31,NIDO,3,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030074-00,OSPEDALE CIVILE G. FORNAROLI - MAGENTA,31,NIDO,4.4375,0
2017,326 - ATS DI BRESCIA,030295-00,FONDAZIONE POLIAMBULANZA - BRESCIA,73,TERAPIA INTENSIVA NEONATALE,19.5,0
2016,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,73,TERAPIA INTENSIVA NEONATALE,18.166667,0
2016,322 - ATS DELL'INSUBRIA,030032-00,IST.CLINICO VILLA APRICA SPA-COMO,60,LUNGODEGENTI,21.090909,0
2014,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,61,MEDICINA NUCLEARE,5.414487,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,28,UNITA' SPINALE,85.08,0
