ANNO,CODICE ATS RESIDENZA,DESCRIZIONE ATS RESIDENZA,COORDINATA GEOGRAFICA X,COORDINATA GEOGRAFICA Y,POSIZIONE ATS,CODICE MDC,DESCRIZIONE MDC,TASSO RICOVERI STESSA ATS,TASSO RICOVERI ALTRA ATS
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.06,2.29
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.46,0.35
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),25,INFEZIONI DA HIV,0.05,0.02
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,1.06
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,11.96
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),02,MALATTIE E DISTURBI OCCHIO,0.00,2.22
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),25,INFEZIONI DA HIV,0.00,0.09
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.30,1.51
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,2.05,0.20
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),22,USTIONI,0.03,0.01
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.10
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.99,0.93
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",0.00,4.52
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.21,0.46
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),06,MALATTIE E DISTURBI APPARATO DIGERENTE,0.00,11.69
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.47,0.04
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),NA,MDC NON APPLICABILE,0.09,0.04
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,0.00,2.84
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,14.24,2.77
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,6.78
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,0.00,5.32
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",1.93,0.17
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,3.00,0.42
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,12.65,1.85
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,1.12,1.24
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.32,1.05
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),22,USTIONI,0.00,0.05
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,0.00,18.07
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,1.51,0.03
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),24,TRAUMATISMI MULTIPLI,0.00,0.12
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,17.22
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,19.42,1.58
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.18
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),02,MALATTIE E DISTURBI OCCHIO,1.13,1.29
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,14.34,1.49
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.68,0.97
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.04
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.18,1.48
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.23,2.00
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.24
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),NA,MDC NON APPLICABILE,0.02,0.01
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),14,"GRAVIDANZA, PARTO E PUERPERIO",8.67,2.20
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),15,MALATTIE E DISTURBI PERIODO PERINATALE,1.54,0.31
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),11,MALATTIE E DISTURBI RENE E VIE URINARIE,5.59,0.60
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,21.79
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,0.00,4.55
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",0.00,6.36
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",0.00,6.01
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.95,1.68
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.89,0.86
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.19,1.77
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,1.96,0.87
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),01,MALATTIE E DISTURBI SISTEMA NERVOSO,5.44,2.34
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),02,MALATTIE E DISTURBI OCCHIO,1.01,0.80
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.51,0.11
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),NA,MDC NON APPLICABILE,0.07,0.02
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),22,USTIONI,0.00,0.06
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),25,INFEZIONI DA HIV,0.05,0.00
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),14,"GRAVIDANZA, PARTO E PUERPERIO",7.97,1.17
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,0.00,6.13
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),25,INFEZIONI DA HIV,0.00,0.13
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",0.00,5.73
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.32
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),06,MALATTIE E DISTURBI APPARATO DIGERENTE,10.03,0.92
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",1.33,0.52
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,6.31
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,1.46
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),06,MALATTIE E DISTURBI APPARATO DIGERENTE,0.00,11.20
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,0.00,9.45
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.45
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,1.90
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.21,0.62
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),24,TRAUMATISMI MULTIPLI,0.12,0.07
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",1.95,0.27
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,4.26
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.46
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.29
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,7.02
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,3.56
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,0.00,3.17
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),11,MALATTIE E DISTURBI RENE E VIE URINARIE,4.63,1.89
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),14,"GRAVIDANZA, PARTO E PUERPERIO",7.82,2.36
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),01,MALATTIE E DISTURBI SISTEMA NERVOSO,6.93,1.13
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.51
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),24,TRAUMATISMI MULTIPLI,0.00,0.12
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),25,INFEZIONI DA HIV,0.00,0.16
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.00,1.50
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),NA,MDC NON APPLICABILE,0.06,0.02
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,1.93,0.78
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),22,USTIONI,0.05,0.00
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),19,MALATTIE E DISTURBI MENTALI,2.27,0.10
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,8.68,1.02
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,12.20
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,0.00,3.68
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.00,1.42
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),06,MALATTIE E DISTURBI APPARATO DIGERENTE,9.49,1.60
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,12.44
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.00,1.33
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),06,MALATTIE E DISTURBI APPARATO DIGERENTE,0.00,13.13
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),NA,MDC NON APPLICABILE,0.02,0.03
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),14,"GRAVIDANZA, PARTO E PUERPERIO",10.63,0.33
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),25,INFEZIONI DA HIV,0.07,0.03
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.87,0.15
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),19,MALATTIE E DISTURBI MENTALI,2.56,0.35
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.00,1.28
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.25,0.08
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.70,0.98
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,13.03
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.72,0.17
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,0.00,11.17
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),NA,MDC NON APPLICABILE,0.00,0.03
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,4.18
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),15,MALATTIE E DISTURBI PERIODO PERINATALE,1.14,0.24
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",1.06,1.17
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),01,MALATTIE E DISTURBI SISTEMA NERVOSO,7.08,1.19
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.50
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),01,MALATTIE E DISTURBI SISTEMA NERVOSO,8.48,0.81
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,18.98
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,1.14
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),NA,MDC NON APPLICABILE,0.08,0.02
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,18.84
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),06,MALATTIE E DISTURBI APPARATO DIGERENTE,0.00,12.97
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.43,0.63
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),19,MALATTIE E DISTURBI MENTALI,2.39,0.55
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),06,MALATTIE E DISTURBI APPARATO DIGERENTE,0.00,11.54
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),02,MALATTIE E DISTURBI OCCHIO,1.39,0.72
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),24,TRAUMATISMI MULTIPLI,0.12,0.01
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,0.72
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),02,MALATTIE E DISTURBI OCCHIO,1.37,0.63
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,1.07,0.22
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.39,0.11
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,0.00,11.79
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,0.88
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,16.93
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,19.59
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",0.00,5.54
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.00,1.11
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.04
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.41,0.99
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),15,MALATTIE E DISTURBI PERIODO PERINATALE,1.09,0.13
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.46,0.25
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),22,USTIONI,0.00,0.08
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),15,MALATTIE E DISTURBI PERIODO PERINATALE,1.22,0.18
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),19,MALATTIE E DISTURBI MENTALI,2.74,0.27
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,0.00,4.73
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),NA,MDC NON APPLICABILE,0.01,0.01
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),06,MALATTIE E DISTURBI APPARATO DIGERENTE,9.64,1.43
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,0.00,6.17
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,0.00,16.22
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,2.53,0.37
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,14.99,2.38
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.89,1.43
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,1.70
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,16.75
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),18,MALATTIE INFETTIVE E PARASSITARIE,1.96,0.14
