ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,ATC_LIVELLO_1,DESCRIZIONE_ATC_LIVELLO_1,ATC_LIVELLO_2,DESCRIZIONE_ATC_LIVELLO_2,CONF_PER_ PRIMI_10_ATC_LIVELLO2
2014,328,ATS DI PAVIA,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,38061
2016,322,ATS DELL'INSUBRIA,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,240086
2017,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,5332502
2017,325,ATS DI BERGAMO,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,378354
2012,324,ATS DELLA BRIANZA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H03,TERAPIA TIROIDEA,254192
2013,328,ATS DI PAVIA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,365715
2016,322,ATS DELL'INSUBRIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,57313
2017,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,7479662
2017,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,28723
2012,324,ATS DELLA BRIANZA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,599
2012,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,62740
2012,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,46105
2016,322,ATS DELL'INSUBRIA,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,1268623
2017,322,ATS DELL'INSUBRIA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G03,ORMONI SESSUALI E MODULATORI DEL SISTEMA GENITALE,97774
2017,325,ATS DI BERGAMO,C,SISTEMA CARDIOVASCOLARE,C10,SOSTANZE MODIFICATRICI DEI LIPIDI,1212596
2013,324,ATS DELLA BRIANZA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G02,ALTRI GINECOLOGICI,7515
2015,30,REGIONE LOMBARDIA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,3693589
2015,30,REGIONE LOMBARDIA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,5655579
2016,30,REGIONE LOMBARDIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,689562
2017,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,1840256
2017,322,ATS DELL'INSUBRIA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G04,UROLOGICI,652152
2017,325,ATS DI BERGAMO,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,169781
2012,324,ATS DELLA BRIANZA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,11732
2013,324,ATS DELLA BRIANZA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G03,ORMONI SESSUALI E MODULATORI DEL SISTEMA GENITALE,171372
2014,326,ATS DI BRESCIA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,139655
2015,322,ATS DELL'INSUBRIA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,549903
2016,322,ATS DELL'INSUBRIA,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,46048
2016,322,ATS DELL'INSUBRIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,42042
2012,30,REGIONE LOMBARDIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,4917
2014,328,ATS DI PAVIA,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,499964
2015,30,REGIONE LOMBARDIA,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,138541
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G04,UROLOGICI,1585159
2015,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,528466
2015,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,753352
2015,327,ATS DELLA VAL PADANA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G02,ALTRI GINECOLOGICI,5037
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,5744
2012,30,REGIONE LOMBARDIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H03,TERAPIA TIROIDEA,2074464
2012,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,4006
2012,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,26165
2013,326,ATS DI BRESCIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,7370
2014,328,ATS DI PAVIA,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,111972
2015,327,ATS DELLA VAL PADANA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G03,ORMONI SESSUALI E MODULATORI DEL SISTEMA GENITALE,80689
2017,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C10,SOSTANZE MODIFICATRICI DEI LIPIDI,11315426
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M05,FARMACI PER IL TRATTAMENTO DELLE MALATTIE DELLE OSSA,417550
2017,325,ATS DI BERGAMO,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,948976
2017,325,ATS DI BERGAMO,B,SANGUE E ORGANI EMOPOIETICI,B06,ALTRI AGENTI EMATOLOGICI,15
2017,325,ATS DI BERGAMO,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,564298
2017,325,ATS DI BERGAMO,M,SISTEMA MUSCOLO-SCHELETRICO,M04,ANTIGOTTOSI,136888
2017,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,405058
2017,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,657671
2013,30,REGIONE LOMBARDIA,N,SISTEMA NERVOSO,N01,ANESTETICI,8719
2013,326,ATS DI BRESCIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,27765
2013,328,ATS DI PAVIA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,200293
2015,30,REGIONE LOMBARDIA,N,SISTEMA NERVOSO,N02,ANALGESICI,3371472
2015,322,ATS DELL'INSUBRIA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,1087248
2016,30,REGIONE LOMBARDIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,305331
2017,322,ATS DELL'INSUBRIA,M,SISTEMA MUSCOLO-SCHELETRICO,M05,FARMACI PER IL TRATTAMENTO DELLE MALATTIE DELLE OSSA,168891
2017,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,42773
2012,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,1890
2013,30,REGIONE LOMBARDIA,N,SISTEMA NERVOSO,N02,ANALGESICI,3586790
2013,30,REGIONE LOMBARDIA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,3447421
2014,326,ATS DI BRESCIA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,432141
2015,30,REGIONE LOMBARDIA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,1185926
2015,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,178493
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,23202
2017,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N02,ANALGESICI,465253
2017,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,11323
2012,30,REGIONE LOMBARDIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H02,CORTICOSTEROIDI SISTEMICI,2271337
2012,324,ATS DELLA BRIANZA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,3655
2012,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,20455
2013,30,REGIONE LOMBARDIA,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,377064
2013,30,REGIONE LOMBARDIA,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,134561
2013,324,ATS DELLA BRIANZA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G04,UROLOGICI,511511
2014,326,ATS DI BRESCIA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,774863
2015,322,ATS DELL'INSUBRIA,C,SISTEMA CARDIOVASCOLARE,C10,SOSTANZE MODIFICATRICI DEI LIPIDI,1585674
2017,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,3677794
2017,322,ATS DELL'INSUBRIA,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,10113
2017,325,ATS DI BERGAMO,M,SISTEMA MUSCOLO-SCHELETRICO,M01,FARMACI ANTINFIAMMATORI ED ANTIREUMATICI,241272
2017,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N05,PSICOLETTICI,219248
2013,30,REGIONE LOMBARDIA,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,10654815
2014,326,ATS DI BRESCIA,N,SISTEMA NERVOSO,N01,ANESTETICI,2577
2015,322,ATS DELL'INSUBRIA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,718666
2015,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N02,ANALGESICI,487014
2015,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,18825
2017,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C07,BETABLOCCANTI,10008319
2017,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,1233
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,24817
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,2147
2016,322,ATS DELL'INSUBRIA,B,SANGUE E ORGANI EMOPOIETICI,B06,ALTRI AGENTI EMATOLOGICI,153
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G02,ALTRI GINECOLOGICI,19249
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M04,ANTIGOTTOSI,330002
2017,325,ATS DI BERGAMO,N,SISTEMA NERVOSO,N01,ANESTETICI,5075
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M04,ANTIGOTTOSI,249565
2012,325,ATS DI BERGAMO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,30214
2013,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,3282
2013,324,ATS DELLA BRIANZA,M,SISTEMA MUSCOLO-SCHELETRICO,M01,FARMACI ANTINFIAMMATORI ED ANTIREUMATICI,286500
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,635043
2015,325,ATS DI BERGAMO,B,SANGUE E ORGANI EMOPOIETICI,B02,ANTIEMORRAGICI,16384
2016,322,ATS DELL'INSUBRIA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,185727
2016,326,ATS DI BRESCIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,940
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M01,FARMACI ANTINFIAMMATORI ED ANTIREUMATICI,989851
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,21718
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,98375
2013,325,ATS DI BERGAMO,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,34878
2013,328,ATS DI PAVIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,26698
2014,324,ATS DELLA BRIANZA,M,SISTEMA MUSCOLO-SCHELETRICO,M01,FARMACI ANTINFIAMMATORI ED ANTIREUMATICI,283856
2014,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,40916
2015,325,ATS DI BERGAMO,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,149995
2017,324,ATS DELLA BRIANZA,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,219388
2012,325,ATS DI BERGAMO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,37647
2014,30,REGIONE LOMBARDIA,V,VARI,V07,TUTTI GLI ALTRI PRODOTTI NON TERAPEUTICI,39
2017,324,ATS DELLA BRIANZA,B,SANGUE E ORGANI EMOPOIETICI,B02,ANTIEMORRAGICI,10958
2014,324,ATS DELLA BRIANZA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G04,UROLOGICI,543623
2014,324,ATS DELLA BRIANZA,M,SISTEMA MUSCOLO-SCHELETRICO,M04,ANTIGOTTOSI,90995
2017,324,ATS DELLA BRIANZA,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,28022
2017,327,ATS DELLA VAL PADANA,N,SISTEMA NERVOSO,N01,ANESTETICI,5465
2017,327,ATS DELLA VAL PADANA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,501103
2013,324,ATS DELLA BRIANZA,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,7875
2015,325,ATS DI BERGAMO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,37937
2015,325,ATS DI BERGAMO,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,216145
2016,326,ATS DI BRESCIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,814
2017,324,ATS DELLA BRIANZA,B,SANGUE E ORGANI EMOPOIETICI,B06,ALTRI AGENTI EMATOLOGICI,180
2017,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C10,SOSTANZE MODIFICATRICI DEI LIPIDI,1262298
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G02,ALTRI GINECOLOGICI,19545
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G03,ORMONI SESSUALI E MODULATORI DEL SISTEMA GENITALE,505501
2016,323,ATS DELLA MONTAGNA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,1759
2017,327,ATS DELLA VAL PADANA,N,SISTEMA NERVOSO,N02,ANALGESICI,263250
2012,326,ATS DI BRESCIA,N,SISTEMA NERVOSO,N05,PSICOLETTICI,103069
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,3189456
2017,327,ATS DELLA VAL PADANA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,272517
2012,326,ATS DI BRESCIA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,735772
2013,30,REGIONE LOMBARDIA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G02,ALTRI GINECOLOGICI,64924
2013,324,ATS DELLA BRIANZA,M,SISTEMA MUSCOLO-SCHELETRICO,M04,ANTIGOTTOSI,85278
2013,328,ATS DI PAVIA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,164352
2016,30,REGIONE LOMBARDIA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,2316333
2016,322,ATS DELL'INSUBRIA,R,SISTEMA RESPIRATORIO,R01,PREPARATI RINOLOGICI,15
2017,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,226313
2012,325,ATS DI BERGAMO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,6608
2012,326,ATS DI BRESCIA,M,SISTEMA MUSCOLO-SCHELETRICO,M04,ANTIGOTTOSI,95394
2012,326,ATS DI BRESCIA,M,SISTEMA MUSCOLO-SCHELETRICO,M05,FARMACI PER IL TRATTAMENTO DELLE MALATTIE DELLE OSSA,126968
2013,327,ATS DELLA VAL PADANA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,128615
2014,324,ATS DELLA BRIANZA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G03,ORMONI SESSUALI E MODULATORI DEL SISTEMA GENITALE,155241
2015,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,1357159
2016,323,ATS DELLA MONTAGNA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H03,TERAPIA TIROIDEA,48557
2014,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,5385
2015,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,3109
2015,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,24064
2016,323,ATS DELLA MONTAGNA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,611
2012,326,ATS DI BRESCIA,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,5582
2012,326,ATS DI BRESCIA,N,SISTEMA NERVOSO,N02,ANALGESICI,348180
2012,326,ATS DI BRESCIA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,131658
2013,327,ATS DELLA VAL PADANA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,398420
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,96132
2012,322,ATS DELL'INSUBRIA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,33520
2013,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,37571
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G04,UROLOGICI,1459550
2014,324,ATS DELLA BRIANZA,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,7837
2017,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,857691
2015,325,ATS DI BERGAMO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,61116
2015,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,52835
2017,324,ATS DELLA BRIANZA,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,1097884
2017,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C09,SOSTANZE AD AZIONE SUL SISTEMA RENINA-ANGIOTENSINA,2808895
2017,327,ATS DELLA VAL PADANA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,107596
2017,327,ATS DELLA VAL PADANA,N,SISTEMA NERVOSO,N05,PSICOLETTICI,116180
2013,322,ATS DELL'INSUBRIA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,34138
2013,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N01,ANESTETICI,419
2013,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,169917
2014,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,25186
2015,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J04,ANTIMICOBATTERICI,4487
2016,322,ATS DELL'INSUBRIA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,665300
2016,326,ATS DI BRESCIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,7710
2013,327,ATS DELLA VAL PADANA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,739
2014,326,ATS DI BRESCIA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,1608
2015,325,ATS DI BERGAMO,B,SANGUE E ORGANI EMOPOIETICI,B06,ALTRI AGENTI EMATOLOGICI,9
2015,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,25690
2016,323,ATS DELLA MONTAGNA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H02,CORTICOSTEROIDI SISTEMICI,99831
2017,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,478260
2013,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N02,ANALGESICI,136371
2014,326,ATS DI BRESCIA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,168700
2015,325,ATS DI BERGAMO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,37871
2015,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,40697
2017,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C07,BETABLOCCANTI,1061935
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M05,FARMACI PER IL TRATTAMENTO DELLE MALATTIE DELLE OSSA,470538
2013,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N05,PSICOLETTICI,34854
2013,328,ATS DI PAVIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,2050
2014,326,ATS DI BRESCIA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,572003
2015,325,ATS DI BERGAMO,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,68025
2015,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,2701
2017,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,589392
2012,325,ATS DI BERGAMO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,50709
2013,30,REGIONE LOMBARDIA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G04,UROLOGICI,4065038
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B02,ANTIEMORRAGICI,33872
2015,325,ATS DI BERGAMO,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,960906
2014,324,ATS DELLA BRIANZA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G02,ALTRI GINECOLOGICI,7072
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B06,ALTRI AGENTI EMATOLOGICI,6
2016,323,ATS DELLA MONTAGNA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,203
2012,326,ATS DI BRESCIA,M,SISTEMA MUSCOLO-SCHELETRICO,M01,FARMACI ANTINFIAMMATORI ED ANTIREUMATICI,278368
2014,30,REGIONE LOMBARDIA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,340802
2016,326,ATS DI BRESCIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H02,CORTICOSTEROIDI SISTEMICI,283384
2012,326,ATS DI BRESCIA,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,17177
2013,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,257782
2013,324,ATS DELLA BRIANZA,M,SISTEMA MUSCOLO-SCHELETRICO,M05,FARMACI PER IL TRATTAMENTO DELLE MALATTIE DELLE OSSA,152824
