ANNO,ATS STRUTTURA,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,64,ONCOLOGIA,8.057409,2.187726
2013,325 - ATS DI BERGAMO,36,ORTOPEDIA E TRAUMATOLOGIA,4.546582,1.002884
2017,REGIONE LOMBARDIA,01,ALLERGOLOGIA,7.705479,1.212121
2013,324 - ATS DELLA BRIANZA,98,DAY SURGERY,0,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,33,NEUROPSICHIATRIA INFANTILE,6.677123,2.914474
2015,324 - ATS DELLA BRIANZA,39,PEDIATRIA,5.538435,1.17898
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,32,NEUROLOGIA,8.712913,2.568182
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,26,MEDICINA GENERALE,11.312129,1.95534
2014,327 - ATS DELLA VAL PADANA,10,CHIRURGIA MAXILLO-FACCIALE,4.759615,1.00216
2015,326 - ATS DI BRESCIA,32,NEUROLOGIA,7.756913,1.042623
2015,322 - ATS DELL'INSUBRIA,18,EMATOLOGIA,19.439394,1.2
2012,REGIONE LOMBARDIA,40,PSICHIATRIA,12.774823,8.327621
2016,322 - ATS DELL'INSUBRIA,38,OTORINOLARINGOIATRIA,4.935389,1.011507
2012,323 - ATS DELLA MONTAGNA,26,MEDICINA GENERALE,10.203501,2.620155
2014,326 - ATS DI BRESCIA,37,OSTETRICIA E GINECOLOGIA,3.782747,1.008915
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,02,DAY HOSPITAL,1,3.069541
2015,322 - ATS DELL'INSUBRIA,02,DAY HOSPITAL,0,1.23247
2017,326 - ATS DI BRESCIA,12,CHIRURGIA PLASTICA,6.649664,1.007722
2012,326 - ATS DI BRESCIA,39,PEDIATRIA,4.550543,7.45283
2014,REGIONE LOMBARDIA,01,ALLERGOLOGIA,6.630303,5.586777
2014,326 - ATS DI BRESCIA,38,OTORINOLARINGOIATRIA,3.203598,1.108127
2014,REGIONE LOMBARDIA,35,ODONTOIATRIA E STOMATOLOGIA,1.384615,1.447552
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,10,CHIRURGIA MAXILLO-FACCIALE,4.017125,1
2015,324 - ATS DELLA BRIANZA,30,NEUROCHIRURGIA,8.895796,1
2016,328 - ATS DI PAVIA,30,NEUROCHIRURGIA,6.906383,0
2014,324 - ATS DELLA BRIANZA,26,MEDICINA GENERALE,11.446711,2.920068
2016,REGIONE LOMBARDIA,18,EMATOLOGIA,17.349638,3.738035
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,37,OSTETRICIA E GINECOLOGIA,4.138723,1.005147
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",9.551351,8.971485
2015,REGIONE LOMBARDIA,68,PNEUMOLOGIA,11.302681,1.155935
2017,324 - ATS DELLA BRIANZA,29,NEFROLOGIA,11.431472,5.578947
2012,REGIONE LOMBARDIA,38,OTORINOLARINGOIATRIA,3.396316,1.114409
2013,325 - ATS DI BERGAMO,37,OSTETRICIA E GINECOLOGIA,3.5476,1.000721
2013,322 - ATS DELL'INSUBRIA,10,CHIRURGIA MAXILLO-FACCIALE,6.230088,0
2012,327 - ATS DELLA VAL PADANA,09,CHIRURGIA GENERALE,5.928518,1.011506
2013,REGIONE LOMBARDIA,71,REUMATOLOGIA,9.378121,3.888092
2017,322 - ATS DELL'INSUBRIA,33,NEUROPSICHIATRIA INFANTILE,0,1.494505
2016,323 - ATS DELLA MONTAGNA,09,CHIRURGIA GENERALE,7.018064,1.004599
2013,325 - ATS DI BERGAMO,38,OTORINOLARINGOIATRIA,2.65539,1.030928
2013,326 - ATS DI BRESCIA,09,CHIRURGIA GENERALE,5.361977,1.059587
2016,325 - ATS DI BERGAMO,39,PEDIATRIA,6.148852,2.358491
2013,327 - ATS DELLA VAL PADANA,68,PNEUMOLOGIA,10.480783,5.463768
2017,326 - ATS DI BRESCIA,38,OTORINOLARINGOIATRIA,3.19161,1.082993
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.549444,31.340314
2016,324 - ATS DELLA BRIANZA,08,CARDIOLOGIA,6.097826,1.297778
2013,327 - ATS DELLA VAL PADANA,29,NEFROLOGIA,11.199821,4.903226
2016,326 - ATS DI BRESCIA,36,ORTOPEDIA E TRAUMATOLOGIA,4.262628,1.133465
2016,324 - ATS DELLA BRIANZA,26,MEDICINA GENERALE,11.689039,2.30033
2014,324 - ATS DELLA BRIANZA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.338109,9.266827
2016,328 - ATS DI PAVIA,34,OCULISTICA,4.487124,1.118812
2013,REGIONE LOMBARDIA,40,PSICHIATRIA,12.950163,8.444209
2016,REGIONE LOMBARDIA,78,UROLOGIA PEDIATRICA,1.666667,1
2017,324 - ATS DELLA BRIANZA,73,TERAPIA INTENSIVA NEONATALE,14.685714,0
2013,328 - ATS DI PAVIA,38,OTORINOLARINGOIATRIA,3.810973,1.000946
2016,325 - ATS DI BERGAMO,08,CARDIOLOGIA,5.700642,1.20331
2014,322 - ATS DELL'INSUBRIA,26,MEDICINA GENERALE,10.071618,2.587719
2015,324 - ATS DELLA BRIANZA,07,CARDIOCHIRURGIA,13.21595,1
2017,REGIONE LOMBARDIA,12,CHIRURGIA PLASTICA,3.206907,1.000867
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,18,EMATOLOGIA,22.17027,5.072508
2013,REGIONE LOMBARDIA,49,TERAPIA INTENSIVA,13.157554,1.10989
2013,322 - ATS DELL'INSUBRIA,98,DAY SURGERY,1,1.119742
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,30,NEUROCHIRURGIA,7.606481,1
2017,327 - ATS DELLA VAL PADANA,14,CHIRURGIA VASCOLARE,8.691323,5.44
2017,327 - ATS DELLA VAL PADANA,18,EMATOLOGIA,13.623318,3.6
2016,322 - ATS DELL'INSUBRIA,37,OSTETRICIA E GINECOLOGIA,3.602063,1.004166
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,12,CHIRURGIA PLASTICA,3.509301,1.001666
2012,REGIONE LOMBARDIA,52,DERMATOLOGIA,9.084263,2.128692
2017,323 - ATS DELLA MONTAGNA,39,PEDIATRIA,3.363335,1
2012,326 - ATS DI BRESCIA,38,OTORINOLARINGOIATRIA,3.301192,1.017824
2016,REGIONE LOMBARDIA,30,NEUROCHIRURGIA,8.260493,1.000935
2017,327 - ATS DELLA VAL PADANA,58,GASTROENTEROLOGIA,6.948113,1.084746
2017,327 - ATS DELLA VAL PADANA,09,CHIRURGIA GENERALE,6.261418,1.002076
2016,325 - ATS DI BERGAMO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),9.374074,1.342857
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,62,NEONATOLOGIA,10.307826,1
2012,325 - ATS DI BERGAMO,38,OTORINOLARINGOIATRIA,2.648005,1.013802
2014,326 - ATS DI BRESCIA,09,CHIRURGIA GENERALE,5.704551,1.176995
2016,REGIONE LOMBARDIA,68,PNEUMOLOGIA,11.485476,1.242305
2015,REGIONE LOMBARDIA,67,PENSIONANTI,3.442236,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,40,PSICHIATRIA,11.903556,8.434088
2013,324 - ATS DELLA BRIANZA,18,EMATOLOGIA,18.2249,6.588235
2016,325 - ATS DI BERGAMO,36,ORTOPEDIA E TRAUMATOLOGIA,4.714896,1.007202
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,01,ALLERGOLOGIA,6.416667,4.370968
2017,REGIONE LOMBARDIA,52,DERMATOLOGIA,10.140438,2.440305
2012,326 - ATS DI BRESCIA,64,ONCOLOGIA,5.889544,8.108434
2017,REGIONE LOMBARDIA,98,DAY SURGERY,0,1.075527
2016,328 - ATS DI PAVIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,28.147111,26
2013,REGIONE LOMBARDIA,26,MEDICINA GENERALE,10.475918,3.0917
2017,324 - ATS DELLA BRIANZA,52,DERMATOLOGIA,6.697368,1
2012,328 - ATS DI PAVIA,52,DERMATOLOGIA,8.654762,2.085106
2014,REGIONE LOMBARDIA,71,REUMATOLOGIA,9.816393,3.487943
2014,323 - ATS DELLA MONTAGNA,37,OSTETRICIA E GINECOLOGIA,3.63302,1.001011
2012,322 - ATS DELL'INSUBRIA,29,NEFROLOGIA,12.329849,4.044444
2014,322 - ATS DELL'INSUBRIA,08,CARDIOLOGIA,6.942562,1.144593
2014,326 - ATS DI BRESCIA,14,CHIRURGIA VASCOLARE,5.628133,1.363636
2014,REGIONE LOMBARDIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.734396,18.667019
2014,325 - ATS DI BERGAMO,36,ORTOPEDIA E TRAUMATOLOGIA,4.758138,1.010293
2016,328 - ATS DI PAVIA,26,MEDICINA GENERALE,11.098884,1
2017,325 - ATS DI BERGAMO,07,CARDIOCHIRURGIA,14.297956,2.694737
2017,323 - ATS DELLA MONTAGNA,26,MEDICINA GENERALE,10.760287,3.245714
2016,323 - ATS DELLA MONTAGNA,08,CARDIOLOGIA,6.170507,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,26,MEDICINA GENERALE,11.520428,3.262055
2015,327 - ATS DELLA VAL PADANA,29,NEFROLOGIA,10.397274,4.238095
2014,326 - ATS DI BRESCIA,26,MEDICINA GENERALE,9.022909,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,02,DAY HOSPITAL,0,3.06401
2012,327 - ATS DELLA VAL PADANA,43,UROLOGIA,5.235709,1.119552
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,18,EMATOLOGIA,23.335102,4.529412
2012,REGIONE LOMBARDIA,75,NEURO-RIABILITAZIONE,27.52088,4.59633
2012,323 - ATS DELLA MONTAGNA,30,NEUROCHIRURGIA,10.75,1
2017,323 - ATS DELLA MONTAGNA,40,PSICHIATRIA,11.168016,1
2017,324 - ATS DELLA BRIANZA,49,TERAPIA INTENSIVA,11.927742,1.304348
2014,324 - ATS DELLA BRIANZA,38,OTORINOLARINGOIATRIA,3.705852,1.500433
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,34,OCULISTICA,2.053561,1.005783
2015,324 - ATS DELLA BRIANZA,18,EMATOLOGIA,17.208092,9.8
2012,324 - ATS DELLA BRIANZA,37,OSTETRICIA E GINECOLOGIA,3.450618,1.247349
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),13.929304,9.09434
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),14.302217,11.297561
2012,328 - ATS DI PAVIA,09,CHIRURGIA GENERALE,5.868341,1.436798
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,52,DERMATOLOGIA,16.687023,2.891667
2014,324 - ATS DELLA BRIANZA,40,PSICHIATRIA,14.791314,10.342308
2012,REGIONE LOMBARDIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.02665,21.249585
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,26,MEDICINA GENERALE,11.699768,8.364532
2015,327 - ATS DELLA VAL PADANA,08,CARDIOLOGIA,6.479969,1.002278
2016,REGIONE LOMBARDIA,32,NEUROLOGIA,9.001903,1.268085
2012,324 - ATS DELLA BRIANZA,29,NEFROLOGIA,9.940482,3.713483
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,29,NEFROLOGIA,10.446532,3.430712
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,67,PENSIONANTI,3.632435,1
2014,REGIONE LOMBARDIA,29,NEFROLOGIA,10.265017,3.307692
2016,325 - ATS DI BERGAMO,60,LUNGODEGENTI,29.060549,0
2012,REGIONE LOMBARDIA,51,ASTANTERIA,3.491059,0
2013,326 - ATS DI BRESCIA,21,GERIATRIA,6.649334,0
2012,REGIONE LOMBARDIA,60,LUNGODEGENTI,30.084195,0
2015,REGIONE LOMBARDIA,71,REUMATOLOGIA,10.036212,4.004065
2014,328 - ATS DI PAVIA,09,CHIRURGIA GENERALE,6.164008,1.387946
2016,REGIONE LOMBARDIA,02,DAY HOSPITAL,1,2.224285
2013,322 - ATS DELL'INSUBRIA,02,DAY HOSPITAL,0,2.280612
2015,REGIONE LOMBARDIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.314524,1.044855
2016,322 - ATS DELL'INSUBRIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.701968,1.118812
2012,324 - ATS DELLA BRIANZA,10,CHIRURGIA MAXILLO-FACCIALE,5.298969,1.132075
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,11,CHIRURGIA PEDIATRICA,3.420103,1.038483
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,64,ONCOLOGIA,8.409487,1.494325
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,75,NEURO-RIABILITAZIONE,32.267223,1.914246
2012,328 - ATS DI PAVIA,34,OCULISTICA,4.708475,1.066282
2012,REGIONE LOMBARDIA,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",9.419106,4.203991
2017,REGIONE LOMBARDIA,21,GERIATRIA,10.907447,1.794118
2013,REGIONE LOMBARDIA,33,NEUROPSICHIATRIA INFANTILE,8.043057,2.87713
2015,REGIONE LOMBARDIA,98,DAY SURGERY,2,1.072165
2013,REGIONE LOMBARDIA,43,UROLOGIA,4.728744,1.305878
2017,324 - ATS DELLA BRIANZA,24,MALATTIE INFETTIVE E TROPICALI,15.142582,0
2013,REGIONE LOMBARDIA,13,CHIRURGIA TORACICA,6.941036,1.054745
2012,322 - ATS DELL'INSUBRIA,58,GASTROENTEROLOGIA,6.82333,2.086154
2016,REGIONE LOMBARDIA,67,PENSIONANTI,3.408264,1.324324
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,08,CARDIOLOGIA,6.467085,1.066586
2014,324 - ATS DELLA BRIANZA,34,OCULISTICA,1.942797,1.03719
2013,REGIONE LOMBARDIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.215616,1.084866
2013,REGIONE LOMBARDIA,62,NEONATOLOGIA,10.944199,1.008451
2013,REGIONE LOMBARDIA,30,NEUROCHIRURGIA,8.13336,1
2015,324 - ATS DELLA BRIANZA,37,OSTETRICIA E GINECOLOGIA,3.911024,1.020822
2013,322 - ATS DELL'INSUBRIA,52,DERMATOLOGIA,11.479554,3.528302
2013,REGIONE LOMBARDIA,21,GERIATRIA,10.465158,1.575
2014,REGIONE LOMBARDIA,30,NEUROCHIRURGIA,8.244094,1.003077
2016,325 - ATS DI BERGAMO,12,CHIRURGIA PLASTICA,4.066315,0
2016,323 - ATS DELLA MONTAGNA,39,PEDIATRIA,3.628655,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,38,OTORINOLARINGOIATRIA,3.225305,1.064434
2015,REGIONE LOMBARDIA,14,CHIRURGIA VASCOLARE,6.551405,2.633929
2014,REGIONE LOMBARDIA,07,CARDIOCHIRURGIA,12.767253,1.38587
2016,324 - ATS DELLA BRIANZA,34,OCULISTICA,1.951597,1.001745
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,67,PENSIONANTI,3.470849,1
2012,REGIONE LOMBARDIA,13,CHIRURGIA TORACICA,7.37357,1.067194
2013,REGIONE LOMBARDIA,75,NEURO-RIABILITAZIONE,29.121171,1.829054
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,75,NEURO-RIABILITAZIONE,31.885081,2.574597
2014,323 - ATS DELLA MONTAGNA,30,NEUROCHIRURGIA,10.231605,1
2013,REGIONE LOMBARDIA,98,DAY SURGERY,1,1.049838
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,40,PSICHIATRIA,11.883152,6.879899
2014,REGIONE LOMBARDIA,08,CARDIOLOGIA,6.333079,1.127129
2013,323 - ATS DELLA MONTAGNA,40,PSICHIATRIA,10.556155,2
2017,REGIONE LOMBARDIA,64,ONCOLOGIA,9.195741,1.855856
2017,324 - ATS DELLA BRIANZA,50,UNITA' CORONARICA,6.434615,0
2012,327 - ATS DELLA VAL PADANA,26,MEDICINA GENERALE,8.750651,2.222642
2016,322 - ATS DELL'INSUBRIA,52,DERMATOLOGIA,11.280303,2.857456
2013,323 - ATS DELLA MONTAGNA,36,ORTOPEDIA E TRAUMATOLOGIA,5.442815,1.005464
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,98,DAY SURGERY,1,1.077618
2012,325 - ATS DI BERGAMO,36,ORTOPEDIA E TRAUMATOLOGIA,4.637341,1.000706
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,98,DAY SURGERY,0,1.049792
2015,REGIONE LOMBARDIA,75,NEURO-RIABILITAZIONE,29.281771,1.661055
2012,324 - ATS DELLA BRIANZA,68,PNEUMOLOGIA,9.639812,2.325843
2016,325 - ATS DI BERGAMO,33,NEUROPSICHIATRIA INFANTILE,0,1.104762
2016,327 - ATS DELLA VAL PADANA,37,OSTETRICIA E GINECOLOGIA,3.890619,1.007789
2015,325 - ATS DI BERGAMO,08,CARDIOLOGIA,5.753365,1.207792
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,71,REUMATOLOGIA,9.106265,5.801917
2013,324 - ATS DELLA BRIANZA,39,PEDIATRIA,5.174467,1.146707
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,5.595711,1.122802
2012,322 - ATS DELL'INSUBRIA,64,ONCOLOGIA,12.854096,3.8125
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,26,MEDICINA GENERALE,11.627626,8.29199
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,5.632532,1.086944
2016,328 - ATS DI PAVIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.258431,1.003082
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,37,OSTETRICIA E GINECOLOGIA,4.196891,1.008003
2012,322 - ATS DELL'INSUBRIA,43,UROLOGIA,5.568231,1.114852
2014,REGIONE LOMBARDIA,49,TERAPIA INTENSIVA,13.101272,1.158076
2017,328 - ATS DI PAVIA,32,NEUROLOGIA,7.959211,0
2015,324 - ATS DELLA BRIANZA,64,ONCOLOGIA,11.403087,0
2015,REGIONE LOMBARDIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),11.712779,6.830239
2017,326 - ATS DI BRESCIA,60,LUNGODEGENTI,23.311668,0
2015,327 - ATS DELLA VAL PADANA,09,CHIRURGIA GENERALE,6.278905,1.012913
2012,324 - ATS DELLA BRIANZA,49,TERAPIA INTENSIVA,11.545455,1.11
2014,REGIONE LOMBARDIA,24,MALATTIE INFETTIVE E TROPICALI,14.715286,4.830189
2016,323 - ATS DELLA MONTAGNA,14,CHIRURGIA VASCOLARE,8.027027,1
2015,322 - ATS DELL'INSUBRIA,32,NEUROLOGIA,9.812312,2
2015,REGIONE LOMBARDIA,29,NEFROLOGIA,10.199067,3.972632
2016,322 - ATS DELL'INSUBRIA,32,NEUROLOGIA,9.661258,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,39,PEDIATRIA,4.634596,1.36813
2015,322 - ATS DELL'INSUBRIA,39,PEDIATRIA,4.173579,1.194726
2013,322 - ATS DELL'INSUBRIA,37,OSTETRICIA E GINECOLOGIA,3.57432,1.032818
2013,325 - ATS DI BERGAMO,52,DERMATOLOGIA,11.159509,1.001333
2017,REGIONE LOMBARDIA,33,NEUROPSICHIATRIA INFANTILE,7.888847,3.013578
2013,324 - ATS DELLA BRIANZA,09,CHIRURGIA GENERALE,5.276959,1.258945
2016,322 - ATS DELL'INSUBRIA,40,PSICHIATRIA,12.660471,12.595745
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,10,CHIRURGIA MAXILLO-FACCIALE,3.659169,1.001025
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,32,NEUROLOGIA,8.906753,1.822314
2015,REGIONE LOMBARDIA,70,RADIOTERAPIA,13.173228,1.182927
2017,324 - ATS DELLA BRIANZA,32,NEUROLOGIA,11.364723,5.909091
2012,325 - ATS DI BERGAMO,34,OCULISTICA,1.846037,1
2017,REGIONE LOMBARDIA,37,OSTETRICIA E GINECOLOGIA,3.884657,1.010032
2012,REGIONE LOMBARDIA,RM,RIABILITAZIONE DI MANTENIMENTO,22.562955,0
2015,328 - ATS DI PAVIA,18,EMATOLOGIA,12.433895,4.118421
2013,REGIONE LOMBARDIA,11,CHIRURGIA PEDIATRICA,3.656118,1.012504
2015,327 - ATS DELLA VAL PADANA,34,OCULISTICA,1.674419,1.146341
2015,324 - ATS DELLA BRIANZA,13,CHIRURGIA TORACICA,8.05,1.027523
2015,REGIONE LOMBARDIA,10,CHIRURGIA MAXILLO-FACCIALE,4.246109,1.014193
2017,325 - ATS DI BERGAMO,98,DAY SURGERY,0,1.029041
2016,327 - ATS DELLA VAL PADANA,09,CHIRURGIA GENERALE,6.246916,1.01151
2015,322 - ATS DELL'INSUBRIA,64,ONCOLOGIA,12.39592,2.011111
2015,REGIONE LOMBARDIA,07,CARDIOCHIRURGIA,12.801373,1.399558
2013,REGIONE LOMBARDIA,10,CHIRURGIA MAXILLO-FACCIALE,3.932871,1.004866
2015,323 - ATS DELLA MONTAGNA,09,CHIRURGIA GENERALE,6.98003,1.000809
2012,REGIONE LOMBARDIA,09,CHIRURGIA GENERALE,5.841235,1.057032
2014,328 - ATS DI PAVIA,37,OSTETRICIA E GINECOLOGIA,3.991213,1.008953
2014,327 - ATS DELLA VAL PADANA,40,PSICHIATRIA,13.342173,6.851064
2014,326 - ATS DI BRESCIA,64,ONCOLOGIA,6.039888,3.666667
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,39,PEDIATRIA,4.803768,1.394921
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,01,ALLERGOLOGIA,6.630303,5.586777
2012,327 - ATS DELLA VAL PADANA,10,CHIRURGIA MAXILLO-FACCIALE,4.792237,1.005141
2017,327 - ATS DELLA VAL PADANA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.462366,22.142857
2017,322 - ATS DELL'INSUBRIA,98,DAY SURGERY,0,1.077418
2013,323 - ATS DELLA MONTAGNA,43,UROLOGIA,5.31669,1.241975
2013,327 - ATS DELLA VAL PADANA,09,CHIRURGIA GENERALE,5.599652,1.006688
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,13,CHIRURGIA TORACICA,6.649264,1
2013,324 - ATS DELLA BRIANZA,64,ONCOLOGIA,10.50795,3.809524
2017,REGIONE LOMBARDIA,50,UNITA' CORONARICA,5.775701,0
2015,326 - ATS DI BRESCIA,43,UROLOGIA,4.088443,1.083653
2017,323 - ATS DELLA MONTAGNA,68,PNEUMOLOGIA,14.712595,1
2016,324 - ATS DELLA BRIANZA,18,EMATOLOGIA,18.534737,10
2013,325 - ATS DI BERGAMO,58,GASTROENTEROLOGIA,11.792135,1.390558
2016,325 - ATS DI BERGAMO,26,MEDICINA GENERALE,10.26125,5.445205
2017,326 - ATS DI BRESCIA,43,UROLOGIA,4.104212,1.050319
2017,REGIONE LOMBARDIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.321257,25.125915
2015,REGIONE LOMBARDIA,64,ONCOLOGIA,8.67011,2.415049
2012,REGIONE LOMBARDIA,62,NEONATOLOGIA,11.223773,1.039352
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,67,PENSIONANTI,3.401828,1
2017,328 - ATS DI PAVIA,26,MEDICINA GENERALE,11.088657,1
2012,REGIONE LOMBARDIA,29,NEFROLOGIA,10.300284,3.604563
2012,326 - ATS DI BRESCIA,43,UROLOGIA,4.343376,1.024293
2014,324 - ATS DELLA BRIANZA,37,OSTETRICIA E GINECOLOGIA,3.944758,1.021555
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,37,OSTETRICIA E GINECOLOGIA,4.211963,1.005977
2013,326 - ATS DI BRESCIA,08,CARDIOLOGIA,5.937212,1.027027
2014,REGIONE LOMBARDIA,58,GASTROENTEROLOGIA,8.613621,2.093878
2016,REGIONE LOMBARDIA,26,MEDICINA GENERALE,10.658137,3.807522
2014,REGIONE LOMBARDIA,98,DAY SURGERY,1.010554,1.045318
2014,REGIONE LOMBARDIA,43,UROLOGIA,4.815721,1.280885
2013,328 - ATS DI PAVIA,26,MEDICINA GENERALE,10.638464,1.434783
2017,REGIONE LOMBARDIA,68,PNEUMOLOGIA,11.675277,1.179321
2014,325 - ATS DI BERGAMO,08,CARDIOLOGIA,5.826731,1.25273
2013,327 - ATS DELLA VAL PADANA,49,TERAPIA INTENSIVA,9.760649,1.011628
2012,325 - ATS DI BERGAMO,11,CHIRURGIA PEDIATRICA,4.464385,1.001022
2015,325 - ATS DI BERGAMO,18,EMATOLOGIA,18.408537,6.125
2013,REGIONE LOMBARDIA,52,DERMATOLOGIA,8.356962,2.144602
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,11,CHIRURGIA PEDIATRICA,3.897668,1.025455
2016,325 - ATS DI BERGAMO,30,NEUROCHIRURGIA,10.52422,0
2014,325 - ATS DI BERGAMO,24,MALATTIE INFETTIVE E TROPICALI,15.581322,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,30,NEUROCHIRURGIA,7.688408,1.007813
2012,325 - ATS DI BERGAMO,26,MEDICINA GENERALE,10.322039,3.21875
2014,REGIONE LOMBARDIA,62,NEONATOLOGIA,12.108501,1.003333
2017,325 - ATS DI BERGAMO,38,OTORINOLARINGOIATRIA,2.859605,1.00202
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,07,CARDIOCHIRURGIA,13.266696,1.066667
2014,323 - ATS DELLA MONTAGNA,68,PNEUMOLOGIA,13.953188,1
2012,327 - ATS DELLA VAL PADANA,29,NEFROLOGIA,11.749531,3.324324
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.155294,32.437288
2012,REGIONE LOMBARDIA,12,CHIRURGIA PLASTICA,3.480138,1.001214
2017,324 - ATS DELLA BRIANZA,34,OCULISTICA,2.052832,1.008361
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,71,REUMATOLOGIA,9.265866,5.514184
2013,REGIONE LOMBARDIA,34,OCULISTICA,2.280065,1.047442
2017,REGIONE LOMBARDIA,75,NEURO-RIABILITAZIONE,29.655347,1.597538
2015,327 - ATS DELLA VAL PADANA,49,TERAPIA INTENSIVA,9.678988,1.02381
2012,REGIONE LOMBARDIA,01,ALLERGOLOGIA,6.416667,4.370968
2013,326 - ATS DI BRESCIA,29,NEFROLOGIA,8.348777,1.384615
2015,327 - ATS DELLA VAL PADANA,37,OSTETRICIA E GINECOLOGIA,3.804663,1.009538
2014,327 - ATS DELLA VAL PADANA,60,LUNGODEGENTI,27.533333,0
2012,328 - ATS DI PAVIA,37,OSTETRICIA E GINECOLOGIA,3.891842,1.003898
2015,326 - ATS DI BRESCIA,52,DERMATOLOGIA,8.63658,1.002212
2016,REGIONE LOMBARDIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.328122,20.384525
