ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,ATC LIVELLO 1,DESCRIZIONE ATC LIVELLO 1,GENERE,FASCIA_ETA',CONF,Nuova colonna georeferenziata
2015,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,F,18-39,864,"(45.20086141, 9.14034225)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,N,SISTEMA NERVOSO,M,0-17,11412,"(45.1439181, 10.02604335)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,D,DERMATOLOGICI,-,80 e +,402,"(45.69919245, 9.298423314)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,D,DERMATOLOGICI,M,80 e +,1240,"(45.20086141, 9.14034225)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,18-39,1298,"(46.33431031, 10.32968894)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,18-39,89327,"(45.80802245, 8.837196022)"
2013,30,REGIONE LOMBARDIA,,,C,SISTEMA CARDIOVASCOLARE,M,18-39,403840,
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,80 e +,145479,"(45.69919245, 9.298423314)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,R,SISTEMA RESPIRATORIO,F,0-17,48068,"(45.69919245, 9.298423314)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,F,40-64,22374,"(45.65171815, 10.25368782)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,R,SISTEMA RESPIRATORIO,F,65-79,62126,"(45.1439181, 10.02604335)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,13378,"(45.1439181, 10.02604335)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,18-39,23785,"(46.33431031, 10.32968894)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,N,SISTEMA NERVOSO,M,18-39,256060,"(45.44410928, 9.198811423)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,B,SANGUE E ORGANI EMOPOIETICI,F,0-17,808,"(46.33431031, 10.32968894)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,80 e +,1243,"(45.1439181, 10.02604335)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,18-39,56492,"(45.65171815, 10.25368782)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,80 e +,1105,"(45.69919245, 9.298423314)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,80 e +,156686,"(45.65171815, 10.25368782)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,J,ANTINFETTIVI PER USO SISTEMICO,M,18-39,24599,"(46.33431031, 10.32968894)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,D,DERMATOLOGICI,F,0-17,164,"(46.33431031, 10.32968894)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,J,ANTINFETTIVI PER USO SISTEMICO,M,0-17,139164,"(45.65171815, 10.25368782)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,80 e +,335293,"(45.80802245, 8.837196022)"
2016,30,REGIONE LOMBARDIA,,,C,SISTEMA CARDIOVASCOLARE,M,40-64,10255969,
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,65-79,4643,"(46.33431031, 10.32968894)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,65-79,8587,"(45.20086141, 9.14034225)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,C,SISTEMA CARDIOVASCOLARE,F,18-39,18179,"(45.1439181, 10.02604335)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,D,DERMATOLOGICI,F,40-64,2361,"(46.33431031, 10.32968894)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,F,65-79,73141,"(45.20086141, 9.14034225)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,B,SANGUE E ORGANI EMOPOIETICI,F,0-17,2167,"(45.1439181, 10.02604335)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,M,18-39,115481,"(45.80802245, 8.837196022)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,80 e +,2390,"(45.69919245, 9.298423314)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,V,VARI,F,0-17,58,"(45.80802245, 8.837196022)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,-,80 e +,1317,"(46.33431031, 10.32968894)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,0-17,4224,"(45.20086141, 9.14034225)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,33622,"(46.33431031, 10.32968894)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,F,18-39,3304,"(46.33431031, 10.32968894)"
2017,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,M,40-64,2428012,
2017,30,REGIONE LOMBARDIA,,,D,DERMATOLOGICI,M,65-79,77621,
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",-,80 e +,3720,"(45.80802245, 8.837196022)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,0-17,1500,"(45.65171815, 10.25368782)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,R,SISTEMA RESPIRATORIO,F,0-17,11959,"(46.33431031, 10.32968894)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,40-64,10324,"(45.65171815, 10.25368782)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,F,65-79,7219,"(45.65171815, 10.25368782)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,C,SISTEMA CARDIOVASCOLARE,M,65-79,532739,"(46.33431031, 10.32968894)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,-,80 e +,803,"(46.33431031, 10.32968894)"
2017,30,REGIONE LOMBARDIA,,,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,0-17,127762,
2013,328,ATS DI PAVIA,9.14034225,45.20086141,R,SISTEMA RESPIRATORIO,M,80 e +,27602,"(45.20086141, 9.14034225)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,80 e +,1197,"(45.1439181, 10.02604335)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,F,18-39,3569,"(46.33431031, 10.32968894)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,C,SISTEMA CARDIOVASCOLARE,F,80 e +,695840,"(45.20086141, 9.14034225)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,B,SANGUE E ORGANI EMOPOIETICI,F,40-64,116011,"(45.69919245, 9.298423314)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,F,65-79,73212,"(45.20086141, 9.14034225)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,M,40-64,293109,"(45.80802245, 8.837196022)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,65-79,25888,"(45.1439181, 10.02604335)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,40-64,31804,"(45.1439181, 10.02604335)"
2013,30,REGIONE LOMBARDIA,,,V,VARI,-,80 e +,3053,
2015,328,ATS DI PAVIA,9.14034225,45.20086141,M,SISTEMA MUSCOLO-SCHELETRICO,F,18-39,6195,"(45.20086141, 9.14034225)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,J,ANTINFETTIVI PER USO SISTEMICO,F,40-64,619619,"(45.44410928, 9.198811423)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,B,SANGUE E ORGANI EMOPOIETICI,M,18-39,10064,"(45.1439181, 10.02604335)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,65-79,35642,"(45.65171815, 10.25368782)"
2017,30,REGIONE LOMBARDIA,,,B,SANGUE E ORGANI EMOPOIETICI,F,0-17,36936,
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,F,65-79,141464,"(45.68701679, 9.63853045)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,40-64,630067,"(45.65171815, 10.25368782)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,S,ORGANI DI SENSO,F,80 e +,37029,"(45.69919245, 9.298423314)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,J,ANTINFETTIVI PER USO SISTEMICO,F,18-39,88386,"(45.1439181, 10.02604335)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,N,SISTEMA NERVOSO,-,80 e +,52514,"(45.44410928, 9.198811423)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,V,VARI,F,40-64,1199,"(46.33431031, 10.32968894)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,M,SISTEMA MUSCOLO-SCHELETRICO,-,80 e +,1477,"(45.20086141, 9.14034225)"
2013,30,REGIONE LOMBARDIA,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,40-64,36554,
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,-,80 e +,151,"(46.33431031, 10.32968894)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,J,ANTINFETTIVI PER USO SISTEMICO,F,0-17,342378,"(45.44410928, 9.198811423)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,D,DERMATOLOGICI,F,18-39,2803,"(45.65171815, 10.25368782)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,B,SANGUE E ORGANI EMOPOIETICI,F,65-79,66145,"(46.33431031, 10.32968894)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,48603,"(45.1439181, 10.02604335)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,40-64,30309,"(45.20086141, 9.14034225)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,D,DERMATOLOGICI,F,0-17,144,"(46.33431031, 10.32968894)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,J,ANTINFETTIVI PER USO SISTEMICO,M,40-64,46792,"(46.33431031, 10.32968894)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,F,18-39,1624,"(45.65171815, 10.25368782)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,65-79,50915,"(45.65171815, 10.25368782)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,R,SISTEMA RESPIRATORIO,F,65-79,310567,"(45.44410928, 9.198811423)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,R,SISTEMA RESPIRATORIO,F,18-39,52697,"(45.69919245, 9.298423314)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,M,SISTEMA MUSCOLO-SCHELETRICO,-,80 e +,1671,"(45.65171815, 10.25368782)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,40-64,2254,"(45.20086141, 9.14034225)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,B,SANGUE E ORGANI EMOPOIETICI,F,65-79,229422,"(45.69919245, 9.298423314)"
2017,30,REGIONE LOMBARDIA,,,V,VARI,M,0-17,918,
2017,30,REGIONE LOMBARDIA,,,R,SISTEMA RESPIRATORIO,M,0-17,498217,
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,V,VARI,F,18-39,47,"(46.33431031, 10.32968894)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,40614,"(45.20086141, 9.14034225)"
2013,30,REGIONE LOMBARDIA,,,J,ANTINFETTIVI PER USO SISTEMICO,M,40-64,1543958,
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,V,VARI,M,0-17,172,"(45.69919245, 9.298423314)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,D,DERMATOLOGICI,M,80 e +,619,"(46.33431031, 10.32968894)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,R,SISTEMA RESPIRATORIO,F,80 e +,43962,"(45.1439181, 10.02604335)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,N,SISTEMA NERVOSO,-,80 e +,5648,"(45.1439181, 10.02604335)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,5697,"(45.20086141, 9.14034225)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,40-64,47233,"(45.65171815, 10.25368782)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,14512,"(45.65171815, 10.25368782)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,M,SISTEMA MUSCOLO-SCHELETRICO,F,80 e +,50128,"(45.20086141, 9.14034225)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,R,SISTEMA RESPIRATORIO,M,65-79,31003,"(46.33431031, 10.32968894)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,S,ORGANI DI SENSO,M,18-39,1088,"(45.1439181, 10.02604335)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,53696,"(45.44410928, 9.198811423)"
2013,30,REGIONE LOMBARDIA,,,S,ORGANI DI SENSO,M,65-79,456660,
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,V,VARI,M,65-79,25592,"(45.44410928, 9.198811423)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,0-17,417,"(45.20086141, 9.14034225)"
2013,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,M,40-64,2097144,
2017,30,REGIONE LOMBARDIA,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,24903,
2015,328,ATS DI PAVIA,9.14034225,45.20086141,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,0-17,5020,"(45.20086141, 9.14034225)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,0-17,152,"(45.1439181, 10.02604335)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,S,ORGANI DI SENSO,-,80 e +,447,"(46.33431031, 10.32968894)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,21258,"(45.80802245, 8.837196022)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,F,65-79,386546,"(45.80802245, 8.837196022)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,J,ANTINFETTIVI PER USO SISTEMICO,M,0-17,86716,"(45.1439181, 10.02604335)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,C,SISTEMA CARDIOVASCOLARE,F,40-64,763754,"(45.65171815, 10.25368782)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,80 e +,408015,"(45.44410928, 9.198811423)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,C,SISTEMA CARDIOVASCOLARE,M,0-17,808,"(45.1439181, 10.02604335)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,18-39,5040,"(45.65171815, 10.25368782)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,C,SISTEMA CARDIOVASCOLARE,M,65-79,1525208,"(45.68701679, 9.63853045)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,65-79,56043,"(45.65171815, 10.25368782)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,18-39,58960,"(45.69919245, 9.298423314)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,M,18-39,8978,"(45.68701679, 9.63853045)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,J,ANTINFETTIVI PER USO SISTEMICO,-,80 e +,9804,"(45.1439181, 10.02604335)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,D,DERMATOLOGICI,F,65-79,20707,"(45.44410928, 9.198811423)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,V,VARI,F,18-39,134,"(45.1439181, 10.02604335)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,914,"(45.44410928, 9.198811423)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,B,SANGUE E ORGANI EMOPOIETICI,M,65-79,322037,"(45.65171815, 10.25368782)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,F,80 e +,281868,"(45.80802245, 8.837196022)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,B,SANGUE E ORGANI EMOPOIETICI,M,0-17,4555,"(45.80802245, 8.837196022)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,F,65-79,44954,"(45.20086141, 9.14034225)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,613535,"(45.69919245, 9.298423314)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,S,ORGANI DI SENSO,F,65-79,18212,"(46.33431031, 10.32968894)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,F,65-79,43498,"(45.20086141, 9.14034225)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,B,SANGUE E ORGANI EMOPOIETICI,M,80 e +,170275,"(45.65171815, 10.25368782)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,B,SANGUE E ORGANI EMOPOIETICI,F,18-39,40101,"(45.65171815, 10.25368782)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,R,SISTEMA RESPIRATORIO,M,40-64,23790,"(46.33431031, 10.32968894)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,F,0-17,148822,"(45.80802245, 8.837196022)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,65-79,55347,"(45.44410928, 9.198811423)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",-,80 e +,1935,"(45.68701679, 9.63853045)"
2016,30,REGIONE LOMBARDIA,,,V,VARI,M,80 e +,40882,
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,80 e +,30642,"(45.44410928, 9.198811423)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,M,SISTEMA MUSCOLO-SCHELETRICO,M,0-17,686,"(45.80802245, 8.837196022)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,M,65-79,236745,"(45.80802245, 8.837196022)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,M,SISTEMA MUSCOLO-SCHELETRICO,M,0-17,406,"(45.69919245, 9.298423314)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,80 e +,41289,"(45.1439181, 10.02604335)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,N,SISTEMA NERVOSO,M,80 e +,52733,"(45.20086141, 9.14034225)"
2013,30,REGIONE LOMBARDIA,,,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,164918,
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,B,SANGUE E ORGANI EMOPOIETICI,F,40-64,107852,"(45.68701679, 9.63853045)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,V,VARI,F,80 e +,6055,"(45.68701679, 9.63853045)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,N,SISTEMA NERVOSO,-,80 e +,7851,"(45.69919245, 9.298423314)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,N,SISTEMA NERVOSO,F,18-39,82213,"(45.69919245, 9.298423314)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,65-79,12779,"(45.20086141, 9.14034225)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,C,SISTEMA CARDIOVASCOLARE,F,18-39,19703,"(45.1439181, 10.02604335)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,0-17,8282,"(45.1439181, 10.02604335)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,V,VARI,F,80 e +,2028,"(46.33431031, 10.32968894)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,D,DERMATOLOGICI,M,18-39,17719,"(45.44410928, 9.198811423)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,N,SISTEMA NERVOSO,F,80 e +,190445,"(45.1439181, 10.02604335)"
2016,30,REGIONE LOMBARDIA,,,S,ORGANI DI SENSO,-,80 e +,6780,
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,80 e +,467,"(45.1439181, 10.02604335)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,S,ORGANI DI SENSO,F,65-79,17325,"(46.33431031, 10.32968894)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,18-39,4355,"(45.65171815, 10.25368782)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,80 e +,12251,"(45.80802245, 8.837196022)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,V,VARI,-,80 e +,102,"(45.1439181, 10.02604335)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,B,SANGUE E ORGANI EMOPOIETICI,F,40-64,61724,"(45.20086141, 9.14034225)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,N,SISTEMA NERVOSO,F,40-64,340018,"(45.69919245, 9.298423314)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,F,40-64,22983,"(45.65171815, 10.25368782)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,B,SANGUE E ORGANI EMOPOIETICI,M,65-79,1123155,"(45.44410928, 9.198811423)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,B,SANGUE E ORGANI EMOPOIETICI,F,18-39,25408,"(45.1439181, 10.02604335)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,J,ANTINFETTIVI PER USO SISTEMICO,F,0-17,107090,"(45.68701679, 9.63853045)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,76949,"(45.1439181, 10.02604335)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,J,ANTINFETTIVI PER USO SISTEMICO,F,65-79,157173,"(45.65171815, 10.25368782)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,B,SANGUE E ORGANI EMOPOIETICI,-,80 e +,3801,"(45.68701679, 9.63853045)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,0-17,4858,"(45.44410928, 9.198811423)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,25898,"(46.33431031, 10.32968894)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,-,80 e +,1469,"(45.68701679, 9.63853045)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",-,80 e +,14636,"(45.44410928, 9.198811423)"
